Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016099-MVA	S700016504-MVA	S700016604-MVA	S700021930-MVA	S700023100-MVA	S700023202-MVA	S700023281-MVA	S700023434-MVA	S700023491-MVA	S700023668-MVA	S700023802-MVA	S700023859-MVA	S700023916-MVA	S700024001-MVA	S700024078-MVA	S700024161-MVA	S700024268-MVA	S700024393-MVA	S700024766-MVA	S700024843-MVA	S700024880-MVA	S700033041-MVA	S700033193-MVA	S700033498-MVA	S700033789-MVA	S700037234-MVA	S700037714-MVA	S700038736-MVA	S700038795-MVA	S700097353-MVA	S700098329-MVA	S700098421-MVA	S700098994-MVA	S700099121-MVA	S700099350-MVA	S700100289-MVA	S700102647-MVA	S700103303-MVA	S700103706-MVA	S700105120-MVA	S700105177-MVA	S700105234-MVA	S700105451-MVA	S700105644-MVA	S700105719-MVA	S700105794-MVA	S700105996-MVA	S700106052-MVA	S700106089-MVA	S700106120-MVA	S700106518-MVA	S700106575-MVA	S700106833-MVA	S700106910-MVA	S700113158-MVA	S700113537-MVA	S700113576-MVA	S700113854-MVA	S700113968-MVA	S700114159-MVA	S700114232-MVA	S700114301-MVA	S700114456-MVA	S700114503-MVA	S700114592-MVA	S700114649-MVA	S700114935-MVA	S700116215-MVA	S700116340-MVA	S700116655-MVA	S700116996-MVA	S700117696-MVA	S700117751-MVA	S700117952-MVA
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae	family				0.186	0.008	0.0	0.0	0.115	0.029	0.008	0.149	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.301	0.092	0.0	0.041	0.0	0.06	0.012	0.081	0.026	0.008	0.045	0.014	0.46	0.0	0.226	0.056	0.015	0.0	0.042	0.029	0.0	0.024	0.0	0.244	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.036	0.015	0.06	0.039	0.024	0.013	0.0	0.014	0.0	0.013	0.258	0.016	0.009	0.439	0.0	0.021	0.0	0.0	0.009	0.142
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae	family				0.59	0.0	25.957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.435	0.0	0.08	0.0	0.0	0.0	0.093	0.06	0.0	0.0	4.477	5.091	0.067	0.0	0.0	0.0	1.606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.991	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.003	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae	family				0.248	0.0	0.0	0.0	0.05	0.0	0.119	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.019	0.073	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae	family				0.062	0.0	0.0	0.0	0.03	0.029	0.0	0.149	0.0	0.031	0.0	0.246	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.062	0.107	0.0	0.0	0.0	0.028	0.0	1.084	0.0	0.0	0.911	0.74	0.067	0.014	0.602	0.084	23.228	0.0	24.007	0.1	1.744	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.057	0.0	0.009	0.124	0.875	0.135	0.0	0.386	0.0	0.0	0.0	0.0	0.0	0.0	0.587	1.946	0.0	0.0	0.009	0.021	0.06	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae	family				0.0	0.004	0.0	0.646	0.115	0.0	0.0	0.119	0.0	0.0	0.062	0.013	0.0	0.449	0.0	0.0	0.012	0.0	0.0	0.031	0.086	0.0	0.0	0.0	0.344	0.019	0.0	0.018	0.0	0.0	0.023	3.95	0.072	3.823	0.105	0.013	0.0	0.015	0.0	0.619	0.01	0.025	0.073	0.038	0.049	0.015	0.012	0.078	0.025	0.008	0.014	0.0	0.0	0.009	0.055	0.0	0.0	0.019	0.073	0.013	0.0	0.0	0.0	0.013	0.008	0.147	0.0	0.019	0.0	0.0	0.0	0.021	0.009	0.061
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	family				74.899	99.082	10.186	99.005	97.404	99.42	76.212	98.099	98.252	92.378	96.337	97.991	97.039	79.54	96.37	98.472	93.713	96.902	90.368	76.551	98.48	99.178	98.483	92.805	91.513	98.626	75.251	99.831	99.129	15.252	84.396	83.888	95.979	67.434	90.433	70.958	97.214	36.539	90.001	87.753	98.723	96.809	99.731	98.295	92.948	97.186	98.779	97.381	99.366	97.269	95.245	35.346	88.097	92.83	94.329	94.051	98.311	96.138	76.723	64.412	91.801	98.427	99.329	93.066	95.392	89.127	99.956	93.722	1.855	99.41	93.384	96.499	99.588	97.043
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae	family				0.341	0.099	0.02	0.129	0.135	0.13	0.757	0.238	0.014	0.015	0.046	0.026	0.0	0.0	0.024	0.038	0.061	0.011	0.498	0.25	0.107	0.04	0.138	0.011	0.041	0.594	14.713	0.012	0.403	0.0	0.015	0.112	0.129	0.283	8.684	0.982	0.474	0.798	0.0	0.45	0.029	0.061	0.012	0.063	0.081	0.09	0.188	0.016	0.008	0.008	0.042	0.087	0.0	0.097	1.276	0.015	0.075	0.058	0.219	0.013	0.048	0.924	0.0	0.051	0.094	0.147	0.0	1.841	0.009	0.485	0.009	0.128	0.09	0.02
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae	family				0.062	0.0	0.0	0.0	0.005	0.0	0.072	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.043	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.294	0.956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292	0.0	0.0	0.0	0.0	0.0	0.0	26.166	0.0	0.0	0.31	0.0	0.0	0.0	1.972	0.053	0.016	0.014	0.0	0.0	0.008	0.0	0.0	0.0	61.239	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae	family				0.155	0.0	0.0	0.0	0.0	0.029	0.0	0.059	0.0	0.0	0.0	0.013	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	1.902	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae	family				0.776	0.0	20.904	0.0	0.01	0.0	0.231	0.119	0.0	0.0	0.0	0.039	0.0	0.082	0.0	0.0	0.012	0.0	0.0	0.0	0.021	0.04	0.0	0.0	0.014	0.0	0.0	0.0	0.0	16.216	0.128	0.022	0.0	0.531	0.0	1.978	0.042	4.218	0.125	0.056	0.0	0.0	0.0	0.0	0.65	0.0	0.035	0.0	0.0	0.0	0.0	13.886	0.009	0.009	0.875	0.015	0.0	0.0	8.546	0.173	0.303	0.014	0.0	0.0	0.125	0.196	0.0	0.0	5.031	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae	family				5.988	0.0	0.039	0.0	0.593	0.13	0.916	0.475	0.028	0.957	0.108	0.493	0.292	1.115	0.0	0.0	0.11	0.0	0.018	0.141	0.278	0.08	0.0	0.022	0.055	0.0	0.984	0.012	0.0	0.0	0.514	0.156	0.043	4.814	0.063	0.0	0.571	6.197	2.703	1.448	0.0	0.012	0.012	0.125	0.162	0.0	0.059	0.423	0.033	0.0	0.368	0.072	0.825	0.053	1.112	0.06	0.0	0.386	1.558	0.48	0.367	0.0	0.032	0.0	0.156	5.232	0.0	0.0	0.0	0.021	0.017	0.043	0.045	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	family				5.213	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.106	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	family				0.031	0.0	1.994	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.431	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.028	0.68	0.244	0.0	0.012	0.043	0.071	0.016	0.0	0.0	0.0	0.0	0.0	0.019	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.013	0.096	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae	family				0.0	0.153	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.093	0.046	0.0	0.0	0.095	0.0	0.0	0.0	0.011	0.018	0.094	0.021	0.0	0.345	5.093	1.626	0.0	0.06	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.014	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.262	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.282	0.317	0.0	0.0	0.0	0.0	0.26	0.076	0.0	0.086	0.0	0.252	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	family				0.993	0.0	0.0	0.0	0.015	0.0	0.462	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.317	0.0	0.0	0.0	0.0	0.0	0.014	0.0	1.289	0.07	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	2.321	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	family				0.0	0.0	0.0	0.0	0.0	0.014	0.406	0.0	0.0	0.262	0.989	0.0	0.16	1.483	0.464	0.451	2.63	0.303	0.746	0.594	0.0	0.0	0.023	0.0	0.0	0.056	0.723	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.135	0.0	0.0	0.107	0.025	0.0	0.0	0.016	0.015	0.0	0.11	0.042	0.0	0.156	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.606	0.0	0.064	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae	family				0.0	0.041	0.0	0.0	0.0	0.014	0.159	0.0	0.0	0.278	0.185	0.0	0.019	0.843	0.623	0.038	0.11	0.065	0.462	0.125	0.021	0.0	0.184	0.802	0.482	0.0	0.0	0.0	0.0	0.156	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae	family				0.9	0.0	0.0	0.0	0.0	0.0	0.398	0.059	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Mobiluncus	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.893	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.024	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella	genus				0.0	0.0	0.908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.171	2.447	0.0	0.0	0.0	0.042	0.0	0.0	1.749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.015	0.0	0.0	3.847	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium	genus				0.0	0.0	0.0	0.013	0.423	0.029	0.0	0.03	0.0	0.077	0.077	0.013	0.0	0.571	0.0	0.0	0.024	0.0	0.0	0.0	0.064	0.06	0.0	0.0	0.028	0.0	0.08	0.0	0.016	0.0	0.0	0.067	0.0	0.354	0.0	0.0	0.0	0.015	0.0	0.056	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.075	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.008	2.436	0.0	0.019	0.0	0.0	0.026	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium	genus				0.186	0.008	0.0	0.0	0.115	0.029	0.008	0.149	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.301	0.092	0.0	0.041	0.0	0.06	0.012	0.081	0.026	0.008	0.045	0.014	0.46	0.0	0.226	0.056	0.015	0.0	0.042	0.029	0.0	0.024	0.0	0.244	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.036	0.015	0.06	0.039	0.024	0.013	0.0	0.014	0.0	0.013	0.258	0.016	0.009	0.439	0.0	0.021	0.0	0.0	0.009	0.142
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Fannyhessea	genus				0.59	0.0	25.957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.435	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.477	5.091	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.991	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.003	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olegusella	genus				0.248	0.0	0.0	0.0	0.05	0.0	0.119	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.019	0.073	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	genus				0.062	0.0	0.0	0.0	0.03	0.029	0.0	0.149	0.0	0.031	0.0	0.246	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.062	0.107	0.0	0.0	0.0	0.028	0.0	1.084	0.0	0.0	0.911	0.74	0.067	0.014	0.602	0.084	23.228	0.0	24.007	0.1	1.744	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.057	0.0	0.009	0.124	0.875	0.135	0.0	0.386	0.0	0.0	0.0	0.0	0.0	0.0	0.587	1.946	0.0	0.0	0.009	0.021	0.06	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus	genus				0.0	0.004	0.0	0.646	0.115	0.0	0.0	0.119	0.0	0.0	0.062	0.013	0.0	0.449	0.0	0.0	0.012	0.0	0.0	0.031	0.086	0.0	0.0	0.0	0.344	0.019	0.0	0.018	0.0	0.0	0.023	3.95	0.072	3.823	0.105	0.013	0.0	0.015	0.0	0.619	0.01	0.025	0.073	0.038	0.049	0.015	0.012	0.078	0.025	0.008	0.014	0.0	0.0	0.009	0.055	0.0	0.0	0.019	0.073	0.013	0.0	0.0	0.0	0.013	0.008	0.147	0.0	0.019	0.0	0.0	0.0	0.021	0.009	0.061
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	genus				74.713	98.499	10.186	98.023	97.404	99.42	76.085	98.069	98.083	91.375	96.337	96.642	96.18	79.54	96.309	97.508	93.554	96.837	90.297	75.91	98.48	99.178	97.978	91.31	91.513	98.31	75.251	99.74	97.403	15.252	82.9	82.08	94.134	67.434	90.433	70.958	97.214	35.972	87.936	87.753	98.431	94.674	99.523	98.295	82.694	97.186	98.779	97.381	98.824	97.269	95.245	35.245	86.49	91.989	91.466	93.931	98.221	95.133	66.521	63.959	89.201	98.427	99.057	93.066	94.21	89.127	99.849	93.503	1.855	98.841	92.841	94.62	98.89	97.022
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	genus				0.186	0.583	0.0	0.982	0.0	0.0	0.127	0.03	0.169	1.003	0.0	1.348	0.858	0.0	0.061	0.964	0.159	0.065	0.071	0.641	0.0	0.0	0.506	1.495	0.0	0.316	0.0	0.091	1.726	0.0	1.495	1.808	1.846	0.0	0.0	0.0	0.0	0.568	2.065	0.0	0.292	2.135	0.208	0.0	10.253	0.0	0.0	0.0	0.542	0.0	0.0	0.101	1.607	0.841	2.863	0.12	0.09	1.004	10.202	0.454	2.6	0.0	0.272	0.0	1.181	0.0	0.107	0.219	0.0	0.569	0.543	1.879	0.698	0.02
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	genus				0.341	0.099	0.02	0.129	0.135	0.13	0.757	0.238	0.014	0.015	0.046	0.026	0.0	0.0	0.024	0.038	0.061	0.011	0.498	0.25	0.107	0.04	0.138	0.011	0.041	0.594	14.713	0.012	0.403	0.0	0.015	0.112	0.129	0.283	8.684	0.982	0.474	0.798	0.0	0.45	0.029	0.061	0.012	0.063	0.081	0.09	0.188	0.016	0.008	0.008	0.042	0.087	0.0	0.097	1.276	0.015	0.075	0.058	0.219	0.013	0.048	0.924	0.0	0.051	0.094	0.147	0.0	1.841	0.009	0.485	0.009	0.128	0.09	0.02
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G7]	genus				0.062	0.0	0.0	0.0	0.005	0.0	0.072	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.043	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.294	0.956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	1.972	0.053	0.016	0.014	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G9]	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.239	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus	genus				0.155	0.0	0.0	0.0	0.0	0.029	0.0	0.059	0.0	0.0	0.0	0.013	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	1.902	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister	genus				0.652	0.0	0.415	0.0	0.01	0.0	0.231	0.119	0.0	0.0	0.0	0.039	0.0	0.082	0.0	0.0	0.012	0.0	0.0	0.0	0.021	0.04	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.521	0.128	0.022	0.0	0.531	0.0	1.978	0.042	4.218	0.125	0.056	0.0	0.0	0.0	0.0	0.65	0.0	0.023	0.0	0.0	0.0	0.0	0.203	0.009	0.009	0.875	0.015	0.0	0.0	8.546	0.173	0.303	0.014	0.0	0.0	0.125	0.196	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera	genus				0.124	0.0	20.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	13.684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.953	0.0	0.0	0.0	0.0	0.0
