Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016099-MVA	S700016504-MVA	S700016604-MVA	S700021930-MVA	S700023100-MVA	S700023202-MVA	S700023281-MVA	S700023434-MVA	S700023491-MVA	S700023668-MVA	S700023802-MVA	S700023859-MVA	S700023916-MVA	S700024001-MVA	S700024078-MVA	S700024161-MVA	S700024268-MVA	S700024393-MVA	S700024766-MVA	S700024843-MVA	S700024880-MVA	S700032284-MVA	S700032378-MVA	S700032474-MVA	S700032675-MVA	S700033041-MVA	S700033193-MVA	S700033498-MVA	S700033789-MVA	S700034228-MVA	S700034294-MVA	S700034834-MVA	S700035697-MVA	S700035993-MVA	S700037175-MVA	S700037234-MVA	S700037337-MVA	S700037714-MVA	S700037848-MVA	S700037981-MVA	S700038318-MVA	S700038736-MVA	S700038795-MVA	S700095275-MVA	S700095709-MVA	S700097353-MVA	S700097750-MVA	S700097899-MVA	S700098329-MVA	S700098421-MVA	S700098661-MVA	S700098994-MVA	S700099121-MVA	S700099350-MVA	S700099948-MVA	S700100289-MVA	S700100536-MVA	S700101220-MVA	S700101286-MVA	S700101577-MVA	S700102647-MVA	S700103303-MVA	S700103513-MVA	S700103706-MVA	S700105063-MVA	S700105120-MVA	S700105177-MVA	S700105234-MVA	S700105451-MVA	S700105644-MVA	S700105719-MVA	S700105794-MVA	S700105996-MVA	S700106052-MVA	S700106089-MVA	S700106120-MVA	S700106146-MVA	S700106518-MVA	S700106575-MVA	S700106910-MVA	S700107437-MVA	S700108157-MVA	S700108280-MVA	S700108403-MVA	S700108592-MVA	S700108658-MVA	S700109683-MVA	S700109983-MVA	S700110151-MVA	S700110808-MVA	S700111218-MVA	S700111636-MVA	S700111807-MVA	S700113209-MVA	S700113537-MVA	S700113576-MVA	S700113854-MVA	S700113911-MVA	S700113968-MVA	S700113995-MVA	S700114159-MVA	S700114232-MVA	S700114301-MVA	S700114456-MVA	S700114592-MVA	S700114649-MVA	S700114935-MVA	S700116110-MVA	S700116215-MVA	S700116340-MVA	S700116445-MVA	S700116482-MVA	S700116655-MVA	S700116712-MVA	S700116961-MVA	S700116996-MVA	S700117149-MVA	S700117228-MVA	S700117639-MVA	S700117696-MVA	S700117751-MVA	S700117810-MVA	S700117952-MVA	S700119104-MVA	S700119492-MVA	S700119624-MVA	S700120049-MVA	S700121052-MVA	S700121701-MVA	S700123624-MVA	S700161054-MVA	S700161111-MVA	S700161216-MVA	S700161508-MVA	S700161683-MVA	S700161738-MVA	S700161852-MVA	S700161959-MVA	S700163044-MVA	S700163215-MVA	S700163272-MVA	S700163588-MVA	S700163713-MVA	S700163768-MVA	S700163865-MVA	S700163922-MVA	S700163977-MVA	S700164084-MVA	S700164139-MVA	S700164226-MVA	S700164283-MVA	S700164552-MVA	S700164607-MVA	S700164646-MVA	S700164769-MVA	S700164826-MVA	S700164866-MVA	S700165201-MVA	S700165489-MVA	S700165909-MVA	S700165966-MVA	S700166087-MVA	S700166837-MVA	S700167977-MVA	S700171149-MVA	S700171224-MVA	S700171761-MVA	S700171836-MVA	S700171893-MVA	S700171989-MVA	S700172064-MVA	S700172333-MVA	S700172475-MVA	S700172552-MVA	S700172760-MVA	S700172867-MVA	S700173173-MVA	S700173431-MVA	S700173681-MVA	S700173930-MVA	S700173965-MVA	S700175120-MVA	S700175205-MVA
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae	family				0.0	0.008	0.0	0.0	0.011	0.0	0.0	0.035	0.0	0.0	0.0	0.03	0.0	0.0	0.024	0.0	0.022	0.0	0.0	0.016	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	1.049	0.0	0.016	0.031	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	2.337	0.0	0.0	0.0	0.0	0.0	0.015	0.019	0.0	0.0	0.309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.011	1.099	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.026	0.0	0.0	0.0	0.012	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.025	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.053	0.0	0.099	0.0	0.0	0.0	0.0	0.027	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.245	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.709	0.0	0.0	0.0	0.0	0.0	0.0	12.666	0.0	0.108	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella	genus				0.278	0.0	30.672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.17	0.0	0.0	0.0	0.0	0.0	4.948	0.376	0.054	2.905	5.681	0.0	0.154	0.0	0.0	35.362	0.163	2.296	0.0	14.59	0.0	0.031	0.0	0.0	0.336	0.182	45.335	0.0	0.0	25.832	0.757	0.0	0.0	0.0	1.86	10.927	0.0	3.457	0.0	0.011	6.964	0.0	65.864	0.0	6.666	0.0	0.0	0.197	0.0	0.0	0.0	15.984	2.685	0.0	0.0	0.0	0.0	0.0	0.0	5.971	0.036	0.0	0.0	0.0	0.078	0.256	0.019	24.06	0.0	0.29	3.037	2.947	0.0	0.0	0.0	2.54	0.0	0.0	0.0	42.355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.735	0.0	9.585	0.0	0.025	0.0	0.0	0.0	0.0	0.353	0.364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.138	0.0	34.819	0.0	0.0	45.513	0.0	0.0	0.0	4.545	0.272	0.0	0.0	0.0	0.278	0.0	0.0	2.328	0.0	0.0	0.196	33.409	28.076	0.0	0.011	0.386	0.0	0.0	14.014	4.157	0.0	0.0	0.0	0.0	0.0	0.0	4.346	0.0	0.0	0.0	0.085	2.179	0.0	0.0	4.067	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium	genus				0.104	0.0	0.0	0.0	0.408	0.0	0.0	0.017	0.0	0.0	0.069	0.0	0.0	0.519	0.0	0.022	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.028	0.029	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.214	0.0	0.05	0.533	0.108	0.018	0.0	0.043	0.136	0.0	0.0	0.0	0.0	0.233	0.0	0.028	4.98	0.0	0.0	0.0	0.182	0.014	0.0	0.221	0.054	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.081	0.026	0.253	0.0	0.0	0.0	0.302	0.0	0.0	0.0	0.0	0.018	0.011	0.0	0.038	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.048	0.156	0.0	0.018	0.0	0.014	0.0	0.031	0.0	0.0	0.0	1.177	1.323	0.618	1.025	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.237	0.0	0.0	0.0	0.046	0.0	0.0	0.127	0.046	0.0	0.0	0.0	0.509	0.034	0.046	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.033	0.045	0.0	0.037	0.003	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.127	0.228	0.0	0.0	0.0	0.301	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Lawsonellaceae;Lawsonella	genus				0.0	0.016	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.009	0.0	0.0	0.168	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.025	0.0	0.019	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.014	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.039	0.223	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium	genus				0.0	0.0	0.0	0.017	0.105	0.03	5.729	0.0	0.015	3.201	0.374	0.0	0.02	0.296	0.096	0.391	0.201	0.088	0.306	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.014	0.017	0.0	0.062	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.007	0.014	0.0	0.056	0.028	0.086	0.0	0.0	0.0	0.0	0.026	0.355	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.636	0.277	0.0	0.637	0.0	0.0	0.114	0.0	0.073	0.68	0.046	0.0	0.0	0.0	0.0	1.391	0.0	0.0	0.0	3.316	0.237	0.0	0.088	0.348	0.0	0.904	0.029	0.0	0.0	0.0	0.0	0.217	0.055	1.127	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.431	0.0	0.0	0.014	0.0	0.0	0.014	0.014	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium	genus				0.139	0.016	0.0	0.017	0.028	0.0	0.0	0.017	0.0	0.147	0.014	0.0	0.02	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.083	0.0	0.092	0.017	0.0	0.033	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.015	0.018	0.026	0.0	0.068	0.0	0.0	0.029	0.0	0.039	0.0	0.014	0.164	0.0	0.008	0.199	0.036	0.042	0.0	0.133	0.0	0.0	0.0	0.014	0.0	0.0	0.014	0.037	0.0	0.012	0.056	0.061	0.0	0.025	0.067	0.019	0.071	0.0	0.0	0.009	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.01	0.062	0.0	0.0	0.0	0.024	0.078	0.0	0.0	0.03	0.014	0.0	0.0	0.0	0.0	0.022	86.894	0.013	2.53	0.315	0.119	0.0	0.0	0.006	0.0	0.057	0.335	0.0	0.0	0.01	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.021	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.042	0.046	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.075	0.06	0.0	0.039	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Fannyhessea	genus				0.974	0.0	21.971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.811	0.0	0.0	0.0	0.0	0.0	0.0	0.561	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	3.016	0.0	0.0	1.514	0.155	0.0	0.0	0.0	0.0	19.764	0.0	0.655	0.0	0.0	0.0	0.0	0.0	0.0	0.392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.736	0.0	0.0	0.0	0.0	0.0	0.0	0.038	30.547	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.143	0.0	0.0	0.0	0.0	0.0	0.0	14.032	0.058	0.0	0.0	0.0	0.0	0.0	0.0	4.013	0.0	0.0	0.196	0.0	28.718	0.0	0.0	0.0	0.0	0.0	12.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.257	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	genus				0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.052	0.0	0.147	0.0	0.135	0.0	0.222	0.0	0.022	0.0	0.0	0.0	0.082	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.037	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.865	0.0	0.0	0.0	0.0	0.0	0.575	0.0	0.416	0.0	0.0	0.252	0.213	1.678	0.0	0.444	0.106	0.767	27.927	0.0	0.0	0.011	0.122	0.0	10.505	0.0	0.196	0.0	0.95	0.0	0.0	0.0	0.012	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.04	0.0	0.082	0.0	0.0	0.0	0.022	0.039	0.038	0.0	0.0	0.13	0.0	0.0	0.057	0.055	0.0	0.322	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.947	7.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.293	0.047	0.0	0.489	0.0	0.0	0.032	0.0	1.322	0.185	0.166	0.0	0.0	0.138	0.0	0.229	0.0	0.0	0.0	1.505	0.0	0.0	1.396	0.0	0.0	0.0	0.0	0.227	0.648	0.0	0.0	0.029	0.017	0.0	0.0	4.082	0.0	0.201	0.064	0.0	0.098	0.018	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.018	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	genus				87.578	99.591	9.061	98.4	99.13	99.793	80.367	99.495	97.846	93.275	99.072	97.841	98.432	88.568	98.244	98.633	98.502	99.169	96.448	73.987	99.332	99.955	99.933	99.834	99.942	94.758	98.804	90.646	90.754	0.897	99.591	98.242	99.473	98.697	58.874	98.919	95.073	92.714	84.188	94.905	98.948	99.835	97.895	96.856	41.534	9.105	98.566	96.314	69.167	93.208	96.2	97.0	75.754	90.197	1.314	70.543	94.796	99.436	99.643	90.19	97.672	17.216	99.102	88.629	99.894	91.117	99.171	98.578	99.761	99.179	69.553	96.542	99.132	97.847	99.49	99.834	99.881	98.087	35.021	96.475	99.897	99.968	97.87	81.961	96.713	98.456	26.367	98.826	98.418	93.356	95.514	0.0	98.126	99.072	90.545	99.459	98.439	99.763	39.689	99.464	64.596	94.268	99.813	99.357	6.985	92.414	18.999	70.946	99.644	2.165	99.419	96.834	99.78	93.442	86.535	99.437	99.117	92.411	99.917	97.853	99.455	98.104	97.933	99.934	97.921	98.873	10.949	98.045	96.642	99.73	99.464	97.191	95.242	89.362	98.837	94.685	97.452	95.071	99.656	19.962	99.314	96.145	53.739	96.666	99.411	99.899	6.545	97.685	84.939	99.625	100.0	97.854	73.552	96.573	18.229	92.786	99.287	98.726	65.506	7.308	97.942	99.089	98.035	99.361	97.439	54.222	94.691	99.624	99.678	99.852	97.058	99.809	99.573	93.817	86.682	99.058	95.298	99.221	95.486	98.908	99.349	2.21	99.924
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	genus				0.383	0.22	0.0	1.566	0.0	0.0	0.056	0.0	0.419	1.292	0.0	1.035	0.576	0.0	0.179	0.456	0.179	0.053	0.218	0.476	0.0	0.0	0.0	0.0	0.0	0.0	0.376	2.534	0.0	0.0	0.172	0.44	0.044	0.889	4.327	0.39	0.294	0.0	0.0	0.11	0.0	0.061	1.974	0.195	0.0	0.0	0.109	0.0	0.619	2.29	0.309	1.264	0.0	0.0	0.0	0.0	0.0	0.508	0.111	0.0	0.0	0.495	0.108	1.778	0.0	0.0	0.281	0.797	0.06	0.012	5.391	0.163	0.0	0.0	0.155	0.0	0.0	0.0	0.119	0.963	0.0	0.016	0.0	0.89	2.913	1.029	0.0	1.157	0.441	3.145	0.945	0.0	1.764	0.381	0.459	0.026	0.426	0.207	3.369	0.52	0.246	2.429	0.0	0.344	0.098	0.0	0.056	2.256	0.237	0.0	0.036	0.754	0.22	0.0	0.36	0.549	0.177	1.455	0.024	1.058	0.438	0.0	0.0	0.0	0.0	0.297	0.0	0.073	1.532	0.0	0.0	0.0	0.989	1.203	0.277	3.434	0.0	3.869	0.0	0.0	0.081	0.364	0.0	0.0	0.589	0.0	0.0	1.284	0.802	0.315	0.0	1.01	0.0	0.791	0.0	0.38	0.166	0.359	0.0	0.0	0.223	0.59	1.192	0.337	1.28	0.348	0.0	0.159	0.303	0.021	2.323	0.0	0.0	0.348	0.101	0.658	0.422	0.184	0.705	0.317	0.042	0.095	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.908	0.0	0.477	0.455	0.0	0.0	0.0	0.0	0.478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G7]	genus				0.07	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.023	0.0	0.019	0.0	0.117	0.611	0.067	0.696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.717	0.0	0.169	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.978	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.232	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G9]	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.268	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus	genus				0.348	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.03	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.168	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.0	0.261	0.0	0.018	0.0	0.0	0.0	0.0	1.237	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	2.504	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.817	0.0	0.0	0.0	0.016	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.086	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
