Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015006-RAF	S700015298-RAF	S700016085-RAF	S700016176-RAF	S700016661-RAF	S700021884-RAF	S700023275-RAF	S700023428-RAF	S700023485-RAF	S700023535-RAF	S700023629-RAF	S700023662-RAF	S700023796-RAF	S700023853-RAF	S700023944-RAF	S700023995-RAF	S700024103-RAF	S700024155-RAF	S700024262-RAF	S700024314-RAF	S700024433-RAF	S700024517-RAF	S700024562-RAF	S700024611-RAF	S700024681-RAF	S700024707-RAF	S700024760-RAF	S700024874-RAF	S700024926-RAF	S700024974-RAF	S700032040-RAF	S700032978-RAF	S700033032-RAF	S700033187-RAF	S700033489-RAF	S700033554-RAF	S700033611-RAF	S700033716-RAF	S700033783-RAF	S700034077-RAF	S700034134-RAF	S700034222-RAF	S700034828-RAF	S700034891-RAF	S700035210-RAF	S700037024-RAF	S700037050-RAF	S700037118-RAF	S700037171-RAF	S700037228-RAF	S700037331-RAF	S700037385-RAF	S700037433-RAF	S700037476-RAF	S700037556-RAF	S700037657-RAF	S700037708-RAF	S700037785-RAF	S700037842-RAF	S700037876-RAF	S700037924-RAF	S700038029-RAF	S700038154-RAF	S700038185-RAF	S700038255-RAF	S700038362-RAF	S700038410-RAF	S700038574-RAF	S700038622-RAF	S700038730-RAF	S700038898-RAF	S700038974-RAF	S700095269-RAF	S700095406-RAF	S700095463-RAF	S700095520-RAF	S700095703-RAF	S700095770-RAF	S700097287-RAF	S700097347-RAF	S700097684-RAF	S700098415-RAF	S700098595-RAF	S700098988-RAF	S700099055-RAF	S700099115-RAF	S700099799-RAF	S700099856-RAF	S700100075-RAF	S700100283-RAF	S700100346-RAF	S700100593-RAF	S700101277-RAF	S700101343-RAF	S700101568-RAF	S700101634-RAF	S700101691-RAF	S700101950-RAF	S700102295-RAF	S700102409-RAF	S700102641-RAF	S700102958-RAF	S700103297-RAF	S700103583-RAF	S700103649-RAF	S700105171-RAF	S700105330-RAF	S700105640-RAF	S700105900-RAF	S700106046-RAF	S700106322-RAF	S700106569-RAF	S700106719-RAF	S700106792-RAF	S700106904-RAF	S700106926-RAF	S700106974-RAF	S700107003-RAF	S700107093-RAF	S700112099-RAF	S700112808-RAF	S700113031-RAF	S700113101-RAF	S700113152-RAF	S700113531-RAF	S700113570-RAF	S700113644-RAF	S700113672-RAF	S700113743-RAF	S700113797-RAF	S700113848-RAF	S700114045-RAF	S700114187-RAF	S700114242-RAF	S700114295-RAF	S700114347-RAF	S700114415-RAF	S700114450-RAF	S700114513-RAF	S700114586-RAF	S700114643-RAF	S700114677-RAF	S700114725-RAF	S700114775-RAF	S700114826-RAF	S700114880-RAF	S700114929-RAF	S700116209-RAF	S700116334-RAF	S700116386-RAF	S700116476-RAF	S700116806-RAF	S700116836-RAF	S700116896-RAF	S700117633-RAF	S700117745-RAF	S700117856-RAF	S700118466-RAF	S700119098-RAF	S700119218-RAF	S700119618-RAF	S700120043-RAF	S700120093-RAF	S700121695-RAF	S700122400-RAF	S700123618-RAF	S700161626-RAF	S700161846-RAF	S700161900-RAF	S700161953-RAF	S700163038-RAF	S700163209-RAF	S700163549-RAF	S700163656-RAF	S700163707-RAF	S700163782-RAF	S700163916-RAF	S700163971-RAF	S700164078-RAF	S700164187-RAF	S700164220-RAF	S700164277-RAF	S700164347-RAF	S700164399-RAF	S700164495-RAF	S700164546-RAF	S700164763-RAF	S700164860-RAF	S700165140-RAF	S700165308-RAF	S700165404-RAF	S700165452-RAF	S700165662-RAF	S700165806-RAF	S700166081-RAF	S700166639-RAF	S700166831-RAF	S700171110-RAF	S700171143-RAF	S700171418-RAF	S700171469-RAF	S700171521-RAF	S700171569-RAF	S700171676-RAF	S700171887-RAF	S700171924-RAF	S700171983-RAF	S700172546-RAF	S700172705-RAF	S700172810-RAF	S700173020-RAF	S700173068-RAF	S700173317-RAF	S700173478-RAF	S700173574-RAF	S700173624-RAF	S700175301-RAF
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae	family				0.0	0.0	1.84	0.0	0.0	0.0	2.516	0.0	2.85	0.846	1.675	0.362	0.0	3.303	0.0	0.0	0.526	3.675	1.355	1.281	0.349	0.765	1.818	0.045	0.218	0.469	0.0	0.0	0.0	0.0	0.0	0.0	0.595	0.032	0.0	0.0	0.0	0.582	0.329	2.52	0.723	1.505	0.0	0.0	0.0	0.523	0.0	0.226	0.508	0.636	0.443	0.0	0.0	0.11	0.425	0.528	0.0	0.565	1.033	0.648	0.0	0.0	0.141	1.966	1.328	0.042	0.0	0.184	0.801	0.0	1.571	0.0	0.322	0.009	0.0	0.0	0.0	0.134	0.09	0.077	0.149	1.428	0.3	0.204	5.822	0.026	0.551	0.485	0.124	0.0	0.0	0.057	0.0	0.374	0.503	0.052	0.041	0.0	0.036	0.0	0.662	0.163	0.0	1.318	0.085	0.0	0.471	0.0	0.0	0.0	0.0	1.681	1.982	0.0	0.888	0.335	0.0	1.43	0.291	0.0	0.304	0.0	0.0	0.0	0.0	0.0	0.51	0.063	0.0	0.988	0.0	21.157	0.687	0.0	0.0	0.0	0.047	0.0	0.173	4.391	0.0	0.659	0.354	0.0	0.233	1.338	0.0	0.0	0.118	0.019	0.0	0.058	0.0	0.0	0.476	0.16	0.0	0.153	0.0	0.059	1.111	1.828	0.0	0.212	0.312	0.0	0.107	0.244	7.974	0.0	1.989	0.034	0.0	0.301	0.775	0.611	0.435	0.168	0.08	0.074	0.814	0.0	1.204	4.733	0.028	0.567	0.349	0.862	0.144	0.0	0.11	0.0	5.837	0.0	0.109	3.881	0.0	0.203	0.0	0.532	0.0	0.457	0.522	3.455	0.383	0.674	0.0	0.36	0.539	0.093	0.323	0.126	0.794	0.147	0.55	0.049	0.026
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae	family				0.0	0.0	1.299	0.227	0.0	0.0	0.0	0.0	2.029	0.0	0.568	0.0	0.0	0.39	0.131	0.254	0.457	0.0	0.0	0.044	0.0	0.0	0.839	0.0	0.104	0.0	0.917	0.0	2.756	0.314	11.456	0.0	3.622	1.17	0.0	0.0	0.0	0.31	1.078	4.249	0.0	2.419	0.461	0.244	2.713	0.448	0.287	0.922	0.0	1.623	0.0	0.166	0.163	0.689	0.79	0.638	1.149	0.504	1.048	0.267	0.081	0.422	0.215	0.268	2.837	0.069	0.0	0.097	6.01	0.355	1.414	0.671	0.0	0.01	0.0	2.721	0.875	0.0	14.956	0.0	0.326	0.0	11.577	0.102	2.002	0.412	0.0	0.404	0.021	3.14	0.997	2.25	0.0	0.187	1.229	0.065	0.166	0.319	0.12	1.439	0.662	0.0	0.0	2.145	0.609	0.193	1.271	0.0	0.537	0.85	2.179	6.779	0.489	0.0	0.0	1.909	0.0	0.0	5.397	0.781	0.391	1.252	0.015	0.0	0.074	0.0	1.232	0.605	0.417	1.096	0.764	0.094	0.464	0.018	2.986	0.625	0.315	0.034	0.614	0.0	0.0	29.423	0.691	0.472	0.189	0.0	0.113	0.087	0.0	0.084	0.0	0.868	13.296	0.0	0.432	1.836	0.027	0.281	0.0	0.0	0.0	0.0	5.089	0.212	0.0	1.276	0.0	0.0	0.0	8.586	0.09	0.101	0.0	0.097	5.511	0.356	0.041	0.229	0.28	0.0	0.0	0.109	0.155	0.477	2.445	0.544	2.982	1.171	0.132	0.561	0.047	0.444	1.095	0.083	0.0	0.0	0.0	1.046	0.0	0.93	1.151	0.808	0.0	0.978	2.972	0.645	0.0	0.545	0.951	0.227	0.215	0.173	0.119	5.404	0.022	0.134	10.111
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	family				0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.565	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.722	0.0	0.0	0.338	0.0	0.493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.494	0.0	0.0	0.0	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.021	0.0	0.0	0.173	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.244	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.477	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.052	0.035	0.0	0.0	0.0	0.0	0.048	0.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.031	0.0	0.909	0.0	0.146	9.513
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	3.748	18.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	family				0.062	0.0	0.0	0.0	0.322	0.0	0.323	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.389	0.29	0.0	0.133	0.0	0.0	0.066	0.0	0.019	0.078	0.0	0.0	0.0	0.225	0.0	0.259	0.0	8.612	0.074	0.026	3.435	1.753	2.328	0.0	0.0	0.588	0.0	0.522	0.314	0.1	0.0	0.0	0.0	0.05	0.0	0.055	0.0	0.165	0.036	0.0	0.019	0.015	0.125	0.0	0.067	0.115	0.0	0.089	0.0	0.028	0.026	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.09	0.058	0.02	0.129	0.103	0.236	0.0	0.017	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.051	0.0	0.065	0.022	0.01	0.0	0.0	0.0	0.163	0.0	0.0	0.017	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.011	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.102	0.038	0.251	0.0	0.02	0.018	0.0	0.0	0.247	0.3	0.0	0.0	0.009	0.075	0.0	0.0	0.297	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.272	0.016	0.0	0.008	0.039	0.0	0.05	0.092	0.043	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.018	0.0	0.023	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.065	0.018	0.0	0.0	0.073	0.0	0.0	0.027	0.031	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	family				0.338	0.0	1.434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.123	0.0	0.234	0.29	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.704	0.0	0.0	0.0	0.0	0.132	0.54	0.27	0.0	0.0	0.0	0.105	0.485	0.0	0.227	0.0	0.353	0.0	0.348	0.0	0.025	0.082	0.251	0.0	0.084	0.0	0.0	0.018	0.22	0.407	0.286	0.358	0.0	0.016	0.705	0.216	0.169	0.157	0.036	2.673	0.0	0.0	0.174	0.0	0.063	0.707	0.0	0.0	0.01	0.0	0.028	0.0	0.698	13.412	0.077	0.634	0.034	0.04	0.017	5.139	0.206	0.044	0.0	0.0	0.081	1.479	0.0	0.0	0.017	0.0	0.0	0.063	0.0	0.013	0.127	0.228	0.0	0.0	0.0	0.22	0.0	0.424	0.0	0.096	0.0	0.0	0.108	0.0	0.0	0.0	0.55	0.033	0.038	0.0	0.106	0.116	0.318	0.0	0.0	0.0	0.055	1.261	0.136	0.066	0.361	0.099	0.134	0.0	0.216	0.0	0.659	0.508	0.0	0.0	0.125	0.57	0.02	0.301	0.0	0.0	0.0	0.013	0.0	0.0	0.112	0.0	0.0	20.384	0.119	0.0	0.0	0.121	0.077	0.0	0.051	0.0	0.0	1.642	0.161	0.008	0.0	0.134	0.1	0.183	0.39	0.0	0.0	0.0	0.14	0.685	0.0	0.166	0.015	0.0	0.309	0.029	0.0	0.026	0.371	0.282	0.0	0.144	0.0	0.228	0.33	0.012	0.278	0.0	0.146	0.0	0.0	0.0	0.016	0.0	0.019	0.0	0.023	0.027	0.391	0.766	0.195	0.0	0.363	0.108	0.012	0.0	0.126	0.139	0.197	0.022	0.134	0.171
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.379	0.0	0.0	1.357	0.024	0.0	0.0	0.008	0.091	0.068	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	3.225	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.0	1.602	0.0	0.0	0.0	0.0	0.017	0.0	0.636	0.03	0.0	0.036	0.386	0.0	0.066	0.339	0.458	0.0	0.0	0.0	0.036	0.017	0.018	0.218	0.111	0.0	0.0	0.038	0.0	0.393	1.242	0.0	0.468	0.0	0.0	0.314	0.0	0.06	0.077	0.0	0.945	0.16	0.289	6.539	0.0	0.065	0.0	0.0	0.403	0.0	4.691	0.0	0.374	0.0	0.0	0.148	0.0	0.214	0.021	0.141	0.119	0.0	0.0	0.051	0.018	0.0	1.193	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.067	0.0	0.014	0.0	0.09	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	2.044	0.013	0.252	0.0	0.642	0.0	0.0	0.0	0.042	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.296	0.0	0.075	0.116	0.0	0.267	0.13	0.0	0.04	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.125	5.866	0.173	1.447	0.0	0.0	0.107	0.298	0.102	0.0	1.282	0.14	0.015	0.087	0.0	0.039	0.053	0.0	0.023	0.024	0.035	0.084	0.0	0.012	0.0	0.066	0.0	0.109	0.0	0.0	0.016	0.0	0.0	0.0	0.162	0.041	0.065	0.365	0.0	0.0	3.233	0.0	0.0	0.027	0.189	0.318	0.0	0.0	0.024	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	family				0.045	0.816	0.135	0.0	0.005	0.0	0.0	0.0	0.259	0.158	1.309	0.097	0.0	1.846	0.0	0.508	0.0	0.097	0.0	0.0	0.091	0.0	0.132	0.0	0.0	0.156	0.277	0.0	0.0	0.011	0.144	0.065	0.649	0.0	0.0	0.0	0.06	0.0	0.054	0.0	0.0	0.521	0.241	0.0	0.0	0.498	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.303	0.048	0.132	0.753	0.183	0.0	0.0	0.094	0.121	0.116	1.126	0.0	0.028	0.303	0.029	0.178	0.0	0.177	0.012	0.0	0.0	0.0	0.0	0.179	0.0	0.02	0.103	0.12	1.924	0.027	0.068	0.159	0.129	0.109	0.032	0.0	0.0	0.0	0.0	0.03	0.153	0.0	0.0	0.074	0.0	0.013	0.0	0.043	0.065	0.077	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.531	0.0	0.0	0.0	0.0	0.0	0.194	0.0	0.0	0.0	0.0	0.0	0.044	0.084	0.0	0.35	0.0	0.018	0.0	0.191	0.088	0.0	0.0	1.547	4.436	0.123	0.142	0.472	0.073	1.092	0.0	0.0	0.0	0.009	0.0	0.058	0.0	0.0	0.0	0.0	0.04	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.387	0.0	0.262	0.092	0.824	0.0	0.068	0.0	0.021	0.0	0.0	0.0	0.259	0.0	0.0	0.262	0.0	0.039	0.0	0.0	0.045	0.024	0.0	0.048	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.046	0.0	0.0	0.055	0.0	0.0	0.254	0.0	0.0	0.0	0.126	0.0	0.0	0.022	0.037	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae	family				0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.083	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.083	0.0	0.0	1.488	0.092	0.0	0.0	0.0	0.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.017	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	3.811	0.165	0.0	1.579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84	1.901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.508	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.458	0.0	0.0	0.0	0.0	0.207	0.106	0.047	0.318	0.0	0.426	0.06	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1]	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.116	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.204	0.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	2.249	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.059	0.0	0.0	0.065	0.159	0.031	0.0	0.0	0.0	0.0	0.842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.684	0.0	0.023	0.069	0.0	0.0	0.182	0.0	0.0	0.073	0.018	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae	family				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
