Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016101-PFO	S700016506-PFO	S700016606-PFO	S700021932-PFO	S700023102-PFO	S700023204-PFO	S700023283-PFO	S700023436-PFO	S700023493-PFO	S700023670-PFO	S700023804-PFO	S700023861-PFO	S700023918-PFO	S700024003-PFO	S700024080-PFO	S700024163-PFO	S700024270-PFO	S700024395-PFO	S700024768-PFO	S700024845-PFO	S700024882-PFO	S700032286-PFO	S700032380-PFO	S700032477-PFO	S700032677-PFO	S700033044-PFO	S700033195-PFO	S700033501-PFO	S700033791-PFO	S700034230-PFO	S700034296-PFO	S700034836-PFO	S700035699-PFO	S700035995-PFO	S700037014-PFO	S700037177-PFO	S700037236-PFO	S700037339-PFO	S700037716-PFO	S700037850-PFO	S700037983-PFO	S700038320-PFO	S700038738-PFO	S700038797-PFO	S700095277-PFO	S700095711-PFO	S700097355-PFO	S700097752-PFO	S700097901-PFO	S700098331-PFO	S700098423-PFO	S700098996-PFO	S700099123-PFO	S700099352-PFO	S700099950-PFO	S700100291-PFO	S700100538-PFO	S700101222-PFO	S700101288-PFO	S700101579-PFO	S700102649-PFO	S700103305-PFO	S700103515-PFO	S700103708-PFO	S700105065-PFO	S700105122-PFO	S700105179-PFO	S700105236-PFO	S700105453-PFO	S700105494-PFO	S700105646-PFO	S700105721-PFO	S700105796-PFO	S700105998-PFO	S700106054-PFO	S700106091-PFO	S700106520-PFO	S700106912-PFO	S700107439-PFO	S700108159-PFO	S700108282-PFO	S700108405-PFO	S700108594-PFO	S700108660-PFO	S700109685-PFO	S700109985-PFO	S700110153-PFO	S700110810-PFO	S700111220-PFO	S700111286-PFO	S700111360-PFO	S700111638-PFO	S700111809-PFO	S700113160-PFO	S700113211-PFO	S700113539-PFO	S700113578-PFO	S700113751-PFO	S700113856-PFO	S700113913-PFO	S700113970-PFO	S700113997-PFO	S700114161-PFO	S700114234-PFO	S700114458-PFO	S700114505-PFO	S700114594-PFO	S700114651-PFO	S700114834-PFO	S700116112-PFO	S700116217-PFO	S700116342-PFO	S700116447-PFO	S700116484-PFO	S700116657-PFO	S700116714-PFO	S700116963-PFO	S700116998-PFO	S700117151-PFO	S700117230-PFO	S700117641-PFO	S700117698-PFO	S700117753-PFO	S700117812-PFO	S700117954-PFO	S700119106-PFO	S700119626-PFO	S700119860-PFO	S700120051-PFO	S700121054-PFO	S700121703-PFO	S700122829-PFO	S700123626-PFO	S700161056-PFO	S700161113-PFO	S700161218-PFO	S700161510-PFO	S700161685-PFO	S700161740-PFO	S700161854-PFO	S700161961-PFO	S700163046-PFO	S700163217-PFO	S700163274-PFO	S700163590-PFO	S700163715-PFO	S700163770-PFO	S700163790-PFO	S700163867-PFO	S700163924-PFO	S700163979-PFO	S700164086-PFO	S700164141-PFO	S700164228-PFO	S700164285-PFO	S700164554-PFO	S700164609-PFO	S700164648-PFO	S700164771-PFO	S700164828-PFO	S700164868-PFO	S700165050-PFO	S700165203-PFO	S700165491-PFO	S700165911-PFO	S700165968-PFO	S700166089-PFO	S700166839-PFO	S700167823-PFO	S700171151-PFO	S700171226-PFO	S700171477-PFO	S700171630-PFO	S700171763-PFO	S700171838-PFO	S700171895-PFO	S700171932-PFO	S700171991-PFO	S700172066-PFO	S700172258-PFO	S700172335-PFO	S700172477-PFO	S700172554-PFO	S700172762-PFO	S700173175-PFO	S700173433-PFO	S700173683-PFO	S700173932-PFO	S700173967-PFO	S700175122-PFO	S700175207-PFO
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;denticola	species	291	2571		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;faecalis	species	604	2814		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	1.401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;crispatus	species	817	2966	Because HMT-529 is not present individually, all equidistant reads were assigned to HMT-817 at this body site (PFO).	94.262	99.737	0.0	0.057	97.181	0.026	0.094	99.72	98.449	0.0	95.027	96.909	0.0	0.0	99.707	98.429	98.916	99.842	0.016	13.739	98.616	99.976	0.0	0.0	0.0	0.009	48.532	22.281	0.008	0.0	97.681	99.271	100.0	0.0	0.0	78.961	99.136	57.163	0.046	0.0	98.092	0.0	99.063	0.0	98.202	91.293	0.0	94.3	0.0	0.0	0.0	86.35	0.0	0.0	0.0	0.103	0.0	84.784	99.629	0.0	0.0	0.013	96.492	52.907	99.984	96.202	99.633	0.169	99.37	84.51	99.774	0.0	0.0	0.119	0.0	98.425	0.0	57.796	99.931	98.073	98.408	23.952	84.823	32.694	0.0	98.836	98.379	0.0	0.0	0.0	99.81	0.0	97.043	88.346	88.661	90.549	99.651	21.251	98.058	99.569	0.034	74.042	0.0	91.93	99.192	18.927	0.0	95.505	24.215	74.651	0.016	0.0	99.589	5.673	98.307	0.024	98.426	98.233	53.171	44.135	98.683	98.988	98.344	92.515	99.015	99.967	99.525	94.043	0.0	98.769	0.0	0.0	98.499	0.0	97.677	99.705	80.726	96.567	0.0	3.764	0.0	99.64	0.0	98.992	97.89	0.0	0.0	93.661	99.221	99.901	0.0	17.477	86.236	0.0	99.906	22.133	0.0	97.764	0.0	0.0	97.903	96.147	95.264	0.0	0.0	90.5	53.388	92.244	0.0	2.193	20.382	0.0	0.0	0.0	98.422	61.172	0.104	98.654	0.0	0.0	99.623	97.921	63.229	0.0	50.66	95.135	31.929	98.203	0.0	0.0	100.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;iners	species	838	2987		1.975	0.008	3.11	97.331	0.0	49.717	0.013	0.022	0.023	0.094	0.0	0.889	85.844	79.727	0.012	0.0	0.678	0.0	98.65	0.0	0.034	0.0	0.0	98.533	99.98	0.009	0.01	63.894	0.008	0.146	0.0	0.0	0.0	76.896	99.986	0.0	0.33	33.834	97.553	0.015	0.0	0.0	0.0	66.709	0.0	0.0	2.465	3.42	0.0	0.0	75.378	0.0	99.815	0.0	2.042	0.0	0.0	0.0	0.0	0.0	99.207	0.0	0.0	38.913	0.003	0.0	0.0	98.169	0.0	9.517	0.071	0.0	0.0	99.741	79.183	0.02	0.0	38.883	0.0	0.0	0.0	43.097	0.0	54.717	27.358	0.022	1.197	0.0	94.932	0.0	0.0	0.0	1.721	0.0	2.712	4.08	0.101	75.948	0.0	0.0	0.0	24.75	0.032	0.0	0.0	31.23	2.31	0.023	53.737	0.021	89.276	1.296	0.0	87.325	0.027	0.024	0.0	0.0	37.529	39.166	0.011	0.0	0.0	4.881	0.0	0.033	0.026	0.0	0.683	0.0	88.191	0.0	0.0	0.0	0.173	0.0	16.304	0.0	92.188	93.315	94.938	0.051	0.639	0.0	0.0	0.0	33.16	0.587	0.06	0.033	7.409	80.541	9.678	78.875	0.031	75.249	95.985	0.238	7.362	64.189	0.0	0.0	0.0	0.0	1.843	0.0	0.005	0.0	78.343	92.559	45.269	46.354	0.014	0.0	0.152	20.706	0.0	0.0	57.06	0.0	0.0	0.026	0.0	69.444	47.461	0.0	65.204	0.0	98.06	2.419	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;jensenii	species	839	2988		1.403	0.016	0.0	0.286	2.713	49.871	99.447	0.151	0.0	0.0	3.293	0.318	9.213	19.393	0.024	1.225	0.0	0.0	0.0	0.021	0.506	0.0	0.0	1.467	0.0	99.065	0.021	10.228	0.0	0.0	2.173	0.433	0.0	22.916	0.0	0.0	0.047	1.407	0.0	0.0	0.15	99.561	0.733	31.782	1.179	0.0	0.0	0.124	99.939	74.709	16.452	11.165	0.0	94.001	0.0	0.044	93.436	0.026	0.332	0.0	0.0	9.084	0.501	3.51	0.003	2.829	0.162	0.803	0.259	1.721	0.012	0.0	6.93	0.032	20.556	1.344	0.0	2.338	0.0	1.834	0.01	19.034	12.548	11.585	0.0	0.0	0.073	93.88	0.0	41.206	0.0	0.0	0.704	6.889	7.816	4.965	0.0	0.864	0.0	0.0	0.0	0.58	96.133	3.148	0.0	0.473	2.419	4.367	3.203	0.0	0.0	0.0	0.411	6.028	1.223	81.053	0.0	0.0	0.963	13.432	0.204	0.0	1.141	0.911	0.259	0.0	0.079	4.837	0.0	0.0	10.756	0.0	1.444	99.452	0.88	0.0	0.726	2.922	6.142	0.12	0.0	0.308	0.0	0.263	1.802	0.071	66.56	4.601	0.0	0.0	0.0	0.256	0.511	20.833	0.0	1.596	0.0	0.88	0.0	31.029	1.885	0.0	1.157	0.0	0.0	8.331	0.007	5.719	19.276	1.893	4.086	0.0	0.0	0.0	0.0	17.682	93.765	0.587	15.358	0.0	0.33	1.771	1.161	30.298	0.045	2.078	2.212	1.006	1.542	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;coleohominis	species	816	2965		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.408	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.0	0.804	0.811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.264	0.0	0.0	0.0	0.0	0.0	0.471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.696	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.835	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.108	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.447	0.0	0.0	0.0	0.0	0.0	0.0	0.832	0.0	0.0	0.397	0.0	0.353	0.0	1.331	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.923	0.0	0.0	0.0	0.0	0.234	0.0	0.097	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;vaginalis	species	051	2341	Reads equidistant to HMT-051 and HMT-938 were assigned to each taxon in proportion to the abundance of HMT-051 and HMT-938 individually at this body site (PFO).	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.752	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.309	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.15	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.011	0.095	0.0	0.0	0.084	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.342	0.0	0.0	0.0	0.0	0.0	0.017	0.515	0.485	0.044	0.038	0.0	0.0	0.0	0.016	3.369	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.051	0.0	0.056	0.0	0.0	0.0	0.0	0.378	1.905	0.0	0.168	0.0	0.0	0.0	0.0	0.0	0.335	0.024	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;agalactiae	species	537	2759		0.0	0.0	0.0	0.019	0.0	0.0	0.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	4.827	0.0	0.337	0.0	0.0	0.0	0.0	0.0	0.423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.544	0.0	0.583	0.0	0.0	0.0	0.0	2.598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G7];bacterium HMT-086	species	086	2375		0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.019	1.084	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.219	0.0	0.0	0.0	0.0	0.0	0.0	0.514	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.073	0.0	0.0	0.023	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G7];bacterium HMT-163	species	163	2446		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G9];bacterium HMT-924	species	924	3069		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.921	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister;micraerophilus	species	843	2992		0.579	0.0	1.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.021	0.0	0.353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.623	0.0	0.0	0.0	0.032	0.0	0.0	0.0	2.291	1.157	0.062	0.0	0.0	0.0	0.0	2.434	0.0	0.117	0.0	0.006	0.0	0.0	0.0	0.01	0.0	3.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.596	0.012	0.0	0.713	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.016	1.068	0.0	0.0	0.0	0.0	0.0	0.0	5.292	0.0	0.0	0.296	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.218	0.0	0.0	0.0	0.146	0.0	0.0	0.023	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.488	0.0	0.0	1.748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.891	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.384	0.0	0.0	0.0	0.0	0.433	0.176	0.022	0.0	0.039	0.0	0.019	0.335	0.525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.038	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;sp. HMT-841	species	841	2990		0.014	0.0	10.812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.36	0.0	0.0	18.394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.882	0.0	0.0	0.0	0.0	0.0	7.68	0.0	0.0	0.0	0.0	0.0	6.8	40.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.052	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Finegoldia;magna	species	662	2858		0.147	0.0	0.0	0.0	0.007	0.09	0.0	0.0	0.0	0.164	0.081	0.08	0.0	0.09	0.024	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.02	0.0	0.01	0.011	0.008	0.042	0.081	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.01	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.029	0.0	0.0	0.0	0.041	0.0	0.512	0.0	0.088	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.069	0.176	0.0	0.0	0.0	0.0	0.117	0.0	0.021	0.023	0.0	0.132	0.078	0.342	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.399	0.023	0.922	0.075	0.0	0.024	0.0	0.0	0.013	0.268	0.021	0.0	0.023	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.073	0.0	0.033	0.015	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.117	0.0	0.0	0.0	0.0	0.727	0.0	0.0	0.0	0.016	0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
