Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-10p	BM-90p	BM-sd	BM-prev	HP-mean	HP-10p	HP-90p	HP-sd	HP-prev	KG-mean	KG-10p	KG-90p	KG-sd	KG-prev	PT-mean	PT-10p	PT-90p	PT-sd	PT-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SV-mean	SV-10p	SV-90p	SV-sd	SV-prev	TD-mean	TD-10p	TD-90p	TD-sd	TD-prev	TH-mean	TH-10p	TH-90p	TH-sd	TH-prev	NS-mean	NS-10p	NS-90p	NS-sd	NS-prev
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;constellatus	species	576	Reads equally close to HMT 576 and 644 were assigned half to each taxon.; 	0.111	0.027	0.0	0.045	0.067	82.353	0.036	0.0	0.122	0.06	82.143	0.019	0.0	0.077	0.047	66.667	0.026	0.0	0.08	0.037	70.968	0.111	0.0	0.276	0.215	97.143	0.093	0.0	0.172	0.189	88.235	0.022	0.0	0.08	0.033	66.667	0.001	0.0	0.003	0.003	20.588	0.022	0.0	0.044	0.067	60.606	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;corrodens	species	577		0.342	0.023	0.0	0.046	0.035	79.412	0.053	0.0	0.156	0.132	71.429	0.015	0.0	0.046	0.023	72.222	0.008	0.0	0.007	0.021	41.935	0.342	0.0	1.168	0.584	94.286	0.248	0.004	0.634	0.311	97.059	0.019	0.0	0.051	0.029	72.222	0.009	0.0	0.038	0.018	50.0	0.017	0.0	0.044	0.032	57.576	0.0	0.0	0.0	0.001	10.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;cristatus clade_578	species	578	Reads equally close to HMT 073, 578, and 638 were assigned one-third to each taxon.; Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	4.054	4.054	0.548	7.958	4.883	100.0	2.582	0.296	4.588	4.23	100.0	3.217	0.199	4.724	6.826	100.0	1.21	0.105	3.347	1.683	96.774	1.414	0.051	3.399	2.448	100.0	2.213	0.31	5.371	1.831	100.0	1.31	0.288	2.735	1.704	100.0	1.925	0.115	6.607	3.532	100.0	1.831	0.192	5.276	2.393	100.0	0.002	0.0	0.001	0.007	10.0
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Cryptobacterium;curtum	species	579		0.009	0.001	0.0	0.004	0.003	20.588	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.226	0.009	0.0	0.032	0.026	40.0	0.003	0.0	0.006	0.01	20.588	0.001	0.0	0.007	0.003	22.222	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.002	0.001	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;curvus	species	580		0.003	0.001	0.0	0.002	0.002	17.647	0.001	0.0	0.001	0.002	17.857	0.002	0.0	0.001	0.011	13.889	0.001	0.0	0.003	0.002	16.129	0.003	0.0	0.002	0.016	22.857	0.003	0.0	0.003	0.012	23.529	0.0	0.0	0.001	0.001	16.667	0.0	0.0	0.0	0.001	8.824	0.0	0.0	0.001	0.001	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;denitrificans	species	582		0.046	0.004	0.0	0.012	0.013	17.647	0.02	0.0	0.056	0.039	39.286	0.002	0.0	0.002	0.007	16.667	0.004	0.0	0.003	0.017	16.129	0.046	0.0	0.06	0.219	37.143	0.009	0.0	0.009	0.04	23.529	0.001	0.0	0.005	0.003	19.444	0.0	0.0	0.0	0.001	5.882	0.001	0.0	0.003	0.003	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;dentalis	species	583		0.032	0.014	0.0	0.008	0.069	20.588	0.004	0.0	0.004	0.013	21.429	0.001	0.0	0.002	0.002	13.889	0.032	0.0	0.032	0.148	16.129	0.007	0.0	0.003	0.035	25.714	0.0	0.0	0.0	0.001	2.941	0.001	0.0	0.005	0.004	8.333	0.0	0.0	0.0	0.002	5.882	0.002	0.0	0.005	0.004	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;denticola	species	584		0.19	0.013	0.0	0.02	0.049	29.412	0.002	0.0	0.002	0.007	14.286	0.001	0.0	0.004	0.004	19.444	0.092	0.0	0.033	0.334	25.806	0.19	0.0	0.201	0.777	51.429	0.013	0.0	0.011	0.046	26.471	0.003	0.0	0.008	0.005	27.778	0.0	0.0	0.0	0.001	11.765	0.005	0.0	0.014	0.013	39.394	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;dentocariosa	species	587	Reads equally close to HMT 188 and 587 were assigned half to each taxon.; 	2.935	1.291	0.121	4.347	2.2	100.0	0.341	0.014	1.258	0.552	100.0	0.104	0.0	0.257	0.213	97.222	0.027	0.0	0.047	0.059	77.419	2.935	0.01	9.214	5.909	100.0	1.275	0.061	3.875	1.782	100.0	0.149	0.01	0.295	0.305	100.0	0.019	0.0	0.028	0.058	76.471	0.084	0.003	0.154	0.232	90.909	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;dentium	species	588		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;diminuta	species	590		0.001	0.0	0.0	0.002	0.001	14.706	0.0	0.0	0.002	0.001	14.286	0.001	0.0	0.0	0.002	8.333	0.0	0.0	0.0	0.0	3.226	0.001	0.0	0.0	0.003	11.429	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.002	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;diversum	species	593	Reads equally close to HMT 008 and 593 were assigned half to each taxon.; 	0.401	0.058	0.0	0.186	0.097	85.294	0.171	0.0	0.428	0.267	85.714	0.036	0.0	0.103	0.076	50.0	0.401	0.013	1.007	0.518	100.0	0.11	0.0	0.363	0.285	82.857	0.023	0.0	0.042	0.055	70.588	0.248	0.013	0.489	0.459	97.222	0.266	0.002	0.899	0.359	100.0	0.362	0.018	0.768	0.394	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;downei	species	594		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	2.778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;durum	species	595		0.238	0.063	0.001	0.099	0.147	88.235	0.126	0.016	0.37	0.171	96.429	0.011	0.0	0.032	0.026	58.333	0.005	0.0	0.016	0.007	41.935	0.238	0.0	0.727	0.729	88.571	0.124	0.0	0.301	0.183	82.353	0.02	0.0	0.056	0.029	83.333	0.007	0.0	0.005	0.033	23.529	0.01	0.0	0.018	0.024	63.636	0.003	0.0	0.002	0.009	10.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans	species	596		1.426	0.226	0.0	0.496	0.527	88.235	0.307	0.0	0.856	0.49	85.714	1.426	0.0	3.704	3.548	75.0	0.141	0.0	0.381	0.299	83.871	0.08	0.0	0.098	0.357	80.0	0.051	0.0	0.133	0.13	55.882	0.143	0.0	0.396	0.35	94.444	0.036	0.0	0.078	0.081	76.471	0.056	0.0	0.135	0.113	84.848	0.004	0.0	0.003	0.014	10.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;elongata	species	598		0.478	0.09	0.0	0.221	0.16	85.294	0.124	0.0	0.22	0.266	82.143	0.028	0.0	0.106	0.059	63.889	0.032	0.0	0.066	0.115	54.839	0.478	0.0	1.35	1.053	91.429	0.407	0.005	1.092	0.552	94.118	0.048	0.0	0.139	0.068	80.556	0.01	0.0	0.031	0.016	58.824	0.011	0.0	0.019	0.021	63.636	0.001	0.0	0.0	0.005	10.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;enoeca	species	600		0.023	0.005	0.0	0.003	0.026	14.706	0.001	0.0	0.0	0.003	7.143	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.007	0.079	19.355	0.003	0.0	0.0	0.012	14.286	0.0	0.0	0.0	0.0	2.941	0.001	0.0	0.0	0.005	8.333	0.0	0.0	0.0	0.002	5.882	0.001	0.0	0.0	0.002	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;epidermidis	species	601		10.203	0.003	0.0	0.008	0.005	38.235	0.001	0.0	0.004	0.002	21.429	0.0	0.0	0.001	0.001	13.889	0.027	0.0	0.002	0.152	12.903	0.001	0.0	0.002	0.004	31.429	0.001	0.0	0.0	0.003	5.882	0.001	0.0	0.002	0.003	22.222	0.001	0.0	0.0	0.003	8.824	0.001	0.0	0.002	0.002	15.152	10.203	0.925	20.073	16.633	95.0
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Slackia;exigua	species	602		0.009	0.001	0.0	0.002	0.003	11.765	0.0	0.0	0.0	0.001	7.143	0.001	0.0	0.004	0.004	16.667	0.001	0.0	0.005	0.003	25.806	0.009	0.0	0.01	0.035	40.0	0.001	0.0	0.0	0.003	8.824	0.002	0.0	0.008	0.004	22.222	0.001	0.0	0.003	0.002	17.647	0.001	0.0	0.003	0.002	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Bulleidia;extructa	species	603		0.038	0.004	0.0	0.008	0.01	23.529	0.001	0.0	0.003	0.002	21.429	0.001	0.0	0.0	0.004	11.111	0.038	0.0	0.103	0.082	25.806	0.005	0.0	0.011	0.018	31.429	0.002	0.0	0.004	0.007	26.471	0.003	0.0	0.004	0.01	25.0	0.001	0.0	0.0	0.002	11.765	0.002	0.0	0.005	0.007	18.182	0.0	0.0	0.0	0.0	0.0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;faucium	species	606		0.098	0.01	0.0	0.029	0.029	23.529	0.004	0.0	0.008	0.014	14.286	0.001	0.0	0.002	0.003	13.889	0.098	0.0	0.047	0.376	16.129	0.008	0.0	0.002	0.034	17.143	0.001	0.0	0.003	0.005	11.765	0.005	0.0	0.012	0.017	16.667	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.02	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;fermentum	species	608		0.0	0.0	0.0	0.0	0.001	5.882	0.0	0.0	0.0	0.002	7.143	0.0	0.0	0.0	0.0	2.778	0.0	0.0	0.0	0.001	6.452	0.0	0.0	0.0	0.001	5.714	0.0	0.0	0.0	0.001	5.882	0.0	0.0	0.0	0.002	5.556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flava	species	609	Reads equally close to HMT 099, 609, 682, and 764 were assigned one fourth to each taxon.; 	0.796	0.111	0.0	0.308	0.22	70.588	0.796	0.0	0.304	3.692	71.429	0.031	0.0	0.089	0.07	58.333	0.02	0.0	0.047	0.046	58.065	0.112	0.0	0.14	0.38	74.286	0.19	0.0	0.148	0.651	67.647	0.038	0.0	0.085	0.13	63.889	0.008	0.0	0.016	0.021	55.882	0.008	0.0	0.019	0.016	60.606	0.002	0.0	0.001	0.006	10.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flavescens	species	610	Reads equally close to HMT 101 and 610 were assigned half to each taxon.; Reads equally close to HMT 101, 476, and 610 were assigned one third to each taxon.; 	2.68	0.539	0.0	1.753	1.058	88.235	0.576	0.006	1.216	1.338	92.857	2.537	0.0	4.776	7.832	83.333	1.688	0.001	5.509	3.401	93.548	0.033	0.0	0.055	0.093	82.857	0.064	0.0	0.154	0.171	76.471	1.585	0.0	4.445	4.502	91.667	2.68	0.01	7.079	6.926	91.176	1.609	0.0	5.213	3.202	84.848	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;fluorescens	species	612		0.001	0.0	0.0	0.001	0.001	11.765	0.001	0.0	0.001	0.003	10.714	0.0	0.0	0.0	0.002	8.333	0.0	0.0	0.0	0.001	6.452	0.0	0.0	0.0	0.001	8.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	8.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.001	0.0	0.0	0.004	5.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;forsythia	species	613		0.258	0.042	0.0	0.057	0.163	41.176	0.004	0.0	0.011	0.009	28.571	0.002	0.0	0.009	0.005	30.556	0.011	0.0	0.032	0.024	38.71	0.258	0.0	0.232	1.004	65.714	0.013	0.0	0.054	0.03	38.235	0.012	0.0	0.041	0.033	30.556	0.001	0.0	0.0	0.003	8.824	0.009	0.0	0.014	0.027	30.303	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;gasseri	species	615		0.012	0.003	0.0	0.004	0.011	17.647	0.002	0.0	0.0	0.009	7.143	0.0	0.0	0.0	0.0	2.778	0.0	0.0	0.0	0.001	3.226	0.007	0.0	0.0	0.036	11.429	0.001	0.0	0.0	0.003	8.824	0.002	0.0	0.0	0.015	5.556	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.068	3.03	0.0	0.0	0.0	0.001	10.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;georgiae	species	617		0.01	0.0	0.0	0.001	0.001	14.706	0.009	0.0	0.02	0.027	17.857	0.002	0.0	0.007	0.005	22.222	0.0	0.0	0.0	0.001	6.452	0.01	0.0	0.025	0.022	65.714	0.008	0.0	0.026	0.013	44.118	0.0	0.0	0.0	0.001	13.889	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.001	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;gerencseriae	species	618		0.04	0.001	0.0	0.003	0.003	17.647	0.001	0.0	0.002	0.002	14.286	0.003	0.0	0.004	0.012	16.667	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.074	0.13	85.714	0.016	0.0	0.048	0.025	58.824	0.0	0.0	0.0	0.0	2.778	0.0	0.0	0.0	0.001	5.882	0.001	0.0	0.0	0.004	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;gingivalis	species	619		0.376	0.033	0.0	0.02	0.117	23.529	0.025	0.0	0.015	0.114	21.429	0.008	0.0	0.001	0.044	19.444	0.054	0.0	0.0	0.289	6.452	0.376	0.0	0.019	2.768	22.857	0.002	0.0	0.003	0.005	17.647	0.004	0.0	0.014	0.012	16.667	0.001	0.0	0.0	0.005	8.824	0.005	0.0	0.003	0.02	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;gordonii	species	622		1.908	1.111	0.085	2.436	1.748	100.0	0.276	0.013	0.816	0.423	96.429	0.459	0.008	0.789	1.05	97.222	0.037	0.003	0.077	0.055	93.548	1.277	0.005	2.808	2.638	100.0	1.908	0.18	5.175	2.276	100.0	0.151	0.005	0.378	0.238	97.222	0.078	0.0	0.258	0.184	85.294	0.068	0.004	0.196	0.14	93.939	0.002	0.0	0.006	0.005	15.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;gracilis	species	623		1.092	0.046	0.0	0.178	0.079	88.235	0.03	0.0	0.081	0.042	75.0	0.148	0.0	0.187	0.556	80.556	0.02	0.0	0.011	0.095	38.71	1.092	0.009	2.342	1.975	100.0	0.938	0.031	2.07	1.619	94.118	0.011	0.0	0.025	0.02	69.444	0.001	0.0	0.001	0.002	14.706	0.006	0.0	0.021	0.009	54.545	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;haemolysans	species	626		2.96	2.96	0.113	8.264	6.202	100.0	1.144	0.052	3.31	1.461	100.0	2.26	0.064	8.475	3.386	100.0	0.993	0.018	2.897	2.174	100.0	0.152	0.0	0.508	0.357	100.0	0.075	0.0	0.103	0.185	88.235	0.266	0.023	0.442	0.654	100.0	0.153	0.007	0.465	0.255	94.118	0.662	0.018	1.671	1.318	100.0	0.019	0.0	0.041	0.065	25.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;haemolytica	species	627		0.041	0.002	0.0	0.001	0.006	11.765	0.005	0.0	0.0	0.022	7.143	0.009	0.0	0.0	0.057	11.111	0.0	0.0	0.0	0.001	3.226	0.03	0.0	0.004	0.207	17.143	0.041	0.0	0.044	0.194	17.647	0.001	0.0	0.0	0.006	2.778	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;heparinolyticus	species	630		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;hominis	species	632		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;hominis	species	633		0.065	0.003	0.0	0.01	0.005	44.118	0.007	0.0	0.016	0.021	39.286	0.002	0.0	0.003	0.005	27.778	0.0	0.0	0.0	0.001	9.677	0.03	0.0	0.068	0.071	85.714	0.065	0.0	0.194	0.108	85.294	0.002	0.0	0.006	0.003	30.556	0.0	0.0	0.0	0.001	5.882	0.0	0.0	0.001	0.001	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;hormaechei	species	634		0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Johnsonella;ignava	species	635		0.157	0.003	0.0	0.005	0.01	23.529	0.001	0.0	0.004	0.002	21.429	0.001	0.0	0.003	0.002	27.778	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.242	0.601	51.429	0.011	0.0	0.035	0.026	32.353	0.0	0.0	0.001	0.001	11.111	0.0	0.0	0.0	0.001	8.824	0.001	0.0	0.0	0.003	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;vestrisii	species	636		0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade_638	species	638	Reads equally close to HMT 073, 578, and 638 were assigned one-third to each taxon.; Reads equally close to HMT 073 and 638 were assigned half to each taxon.; Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	4.379	2.57	0.7	4.735	1.926	100.0	2.06	0.431	4.031	1.342	100.0	2.233	0.205	5.463	2.604	100.0	1.936	0.229	5.193	1.85	96.774	0.507	0.022	1.167	0.75	100.0	0.778	0.188	1.73	0.617	100.0	4.379	0.534	7.516	6.43	100.0	2.175	0.479	4.403	1.651	100.0	1.899	0.362	3.827	1.59	100.0	0.035	0.0	0.092	0.084	45.0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;infelix	species	639		0.049	0.007	0.0	0.018	0.022	29.412	0.002	0.0	0.007	0.003	35.714	0.001	0.0	0.005	0.004	25.0	0.014	0.0	0.006	0.07	29.032	0.035	0.0	0.128	0.063	85.714	0.049	0.0	0.112	0.13	70.588	0.001	0.0	0.004	0.002	30.556	0.001	0.0	0.001	0.003	11.765	0.012	0.0	0.011	0.053	33.333	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;influenzae	species	641	Reads equally close to HMT 259, 535, and 641 were assigned one-third to each taxon.; 	0.071	0.007	0.0	0.003	0.023	35.294	0.001	0.0	0.003	0.003	21.429	0.015	0.0	0.022	0.059	61.111	0.071	0.0	0.014	0.223	32.258	0.0	0.0	0.0	0.002	11.429	0.0	0.0	0.001	0.002	11.765	0.0	0.0	0.0	0.001	5.556	0.0	0.0	0.0	0.001	8.824	0.011	0.0	0.028	0.036	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;intermedia	species	643		0.987	0.249	0.0	0.186	0.795	47.059	0.106	0.0	0.438	0.231	53.571	0.147	0.0	0.219	0.547	33.333	0.987	0.0	0.227	4.796	51.613	0.344	0.0	0.987	1.059	51.429	0.038	0.0	0.062	0.149	32.353	0.021	0.0	0.06	0.053	27.778	0.004	0.0	0.011	0.01	41.176	0.031	0.0	0.17	0.067	36.364	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;intermedius	species	644	Reads equally close to HMT 576 and 644 were assigned half to each taxon.; 	0.982	0.105	0.002	0.294	0.16	91.176	0.304	0.004	0.757	0.754	92.857	0.159	0.0	0.357	0.433	91.667	0.178	0.0	0.881	0.427	83.871	0.982	0.002	2.686	1.663	100.0	0.569	0.016	1.444	0.839	100.0	0.032	0.003	0.086	0.041	94.444	0.012	0.0	0.026	0.018	76.471	0.054	0.0	0.171	0.103	87.879	0.003	0.0	0.002	0.008	10.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;israelii	species	645		0.057	0.001	0.0	0.003	0.003	29.412	0.0	0.0	0.001	0.001	10.714	0.003	0.0	0.003	0.016	19.444	0.0	0.0	0.0	0.001	6.452	0.057	0.0	0.151	0.124	82.857	0.017	0.0	0.063	0.038	64.706	0.0	0.0	0.0	0.001	11.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;kingae	species	646		0.014	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.064	14.286	0.0	0.0	0.0	0.001	2.778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;lactamica	species	649		0.003	0.001	0.0	0.002	0.001	20.588	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.001	2.778	0.003	0.0	0.0	0.016	3.226	0.0	0.0	0.001	0.002	17.143	0.0	0.0	0.0	0.001	8.824	0.001	0.0	0.0	0.003	8.333	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Rhodopseudomonas;telluris	species	652		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;lecithinolyticum	species	653		0.104	0.002	0.0	0.004	0.006	14.706	0.001	0.0	0.001	0.003	10.714	0.0	0.0	0.0	0.001	8.333	0.001	0.0	0.006	0.004	16.129	0.104	0.0	0.134	0.421	37.143	0.003	0.0	0.002	0.011	14.706	0.0	0.0	0.001	0.002	11.111	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.003	15.152	0.0	0.0	0.0	0.0	0.0
