Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT 204	species	204		0.346	0.061	0.178	68.571	0.048	0.118	67.857	0.025	0.056	62.791	0.084	0.351	64.516	0.346	0.767	85.135	0.252	0.355	91.176	0.01	0.016	68.0	0.002	0.003	25.0	0.018	0.053	72.727	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT 205	species	205		0.055	0.005	0.01	28.571	0.003	0.013	14.286	0.004	0.019	13.953	0.006	0.021	32.258	0.055	0.165	67.568	0.022	0.04	64.706	0.0	0.001	20.0	0.0	0.001	5.0	0.002	0.004	21.212	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Bergeyella;sp. HMT 206	species	206		0.002	0.001	0.003	8.571	0.0	0.0	0.0	0.0	0.002	2.326	0.002	0.009	12.903	0.0	0.002	2.703	0.0	0.0	0.0	0.001	0.005	4.0	0.0	0.001	2.5	0.001	0.003	9.091	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;sp. HMT 207	species	207		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	5.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;bovis	species	208		0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.128	5.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;ebreus	species	209		0.001	0.0	0.0	2.857	0.001	0.002	10.714	0.0	0.001	2.326	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT 212	species	212		0.548	0.039	0.046	82.857	0.176	0.454	75.0	0.043	0.114	74.419	0.009	0.022	61.29	0.16	0.344	78.378	0.548	0.791	85.294	0.016	0.02	66.0	0.009	0.016	67.5	0.026	0.095	66.667	0.003	0.009	10.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hongkongensis	species	213		0.634	0.149	0.253	85.714	0.148	0.343	92.857	0.026	0.052	67.442	0.053	0.207	58.065	0.573	1.805	85.135	0.634	1.157	97.059	0.009	0.017	58.0	0.011	0.026	62.5	0.047	0.12	75.758	0.001	0.003	5.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;shahii	species	214		0.133	0.022	0.129	8.571	0.002	0.007	14.286	0.007	0.046	9.302	0.133	0.738	12.903	0.011	0.077	17.568	0.004	0.018	23.529	0.001	0.002	8.0	0.027	0.173	5.0	0.048	0.276	12.121	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT 215	species	215		1.433	0.303	0.513	91.429	0.247	0.334	92.857	0.271	0.445	88.372	0.97	2.22	96.774	0.068	0.15	83.784	0.437	1.229	94.118	0.742	1.163	96.0	1.433	3.625	95.0	1.024	2.395	96.97	0.002	0.005	10.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;temperans	species	216		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.061	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT 217	species	217		0.017	0.005	0.011	31.429	0.007	0.027	28.571	0.004	0.018	16.279	0.001	0.003	29.032	0.017	0.057	35.135	0.015	0.025	64.706	0.001	0.002	32.0	0.001	0.003	15.0	0.002	0.007	24.242	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT 218	species	218		0.571	0.001	0.004	14.286	0.021	0.088	17.857	0.0	0.001	11.628	0.356	1.208	16.129	0.0	0.002	6.757	0.0	0.001	2.941	0.034	0.203	12.0	0.221	1.186	10.0	0.571	2.245	18.182	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT 219	species	219		0.161	0.01	0.018	51.429	0.005	0.013	25.0	0.004	0.011	34.884	0.0	0.002	6.452	0.161	0.864	44.595	0.089	0.16	61.765	0.002	0.004	30.0	0.001	0.002	12.5	0.001	0.004	15.152	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT 221	species	221		0.895	0.152	0.512	71.429	0.217	0.651	64.286	0.11	0.417	41.86	0.216	0.446	70.968	0.072	0.377	35.135	0.029	0.084	44.118	0.153	0.34	58.0	0.406	0.825	72.5	0.895	2.205	72.727	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;wadei	species	222	Reads equally close to HMT 222 and 417 were assigned half to each taxon.; 	2.563	0.358	0.938	82.857	0.165	0.658	85.714	0.098	0.255	79.07	0.048	0.15	58.065	0.85	2.884	78.378	2.563	5.318	91.176	0.028	0.066	84.0	0.045	0.092	65.0	0.086	0.182	87.879	0.003	0.011	5.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT 223	species	223		0.091	0.008	0.027	28.571	0.004	0.014	14.286	0.008	0.037	18.605	0.011	0.057	22.581	0.091	0.329	28.378	0.014	0.061	23.529	0.001	0.004	14.0	0.0	0.001	10.0	0.002	0.005	15.152	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hofstadii	species	224		1.2	0.127	0.247	68.571	0.081	0.233	75.0	0.036	0.091	58.14	0.007	0.011	48.387	0.378	1.246	71.622	1.2	2.528	82.353	0.009	0.013	64.0	0.005	0.009	40.0	0.015	0.034	63.636	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT 225	species	225	Reads equally close to HMT 225 and 563 were assigned half to each taxon.; 	1.616	0.124	0.266	88.571	0.205	0.799	78.571	0.048	0.092	74.419	0.021	0.049	58.065	0.789	1.953	82.432	1.616	3.666	94.118	0.02	0.036	56.0	0.016	0.035	60.0	0.086	0.287	63.636	0.001	0.005	5.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 226	species	226		0.002	0.001	0.003	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.452	0.002	0.01	6.757	0.0	0.002	5.882	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 227	species	227		0.002	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.013	3.226	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 228	species	228		0.008	0.0	0.003	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.041	6.452	0.0	0.001	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.009	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 230	species	230		0.018	0.001	0.003	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.093	12.903	0.005	0.027	21.622	0.001	0.004	11.765	0.0	0.001	2.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 231	species	231		0.082	0.003	0.006	34.286	0.001	0.004	10.714	0.001	0.004	6.977	0.034	0.091	51.613	0.082	0.176	48.649	0.013	0.026	50.0	0.001	0.002	26.0	0.0	0.001	10.0	0.005	0.012	36.364	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 234	species	234		0.02	0.003	0.014	8.571	0.0	0.001	3.571	0.001	0.003	2.326	0.004	0.02	9.677	0.02	0.103	9.459	0.001	0.004	8.824	0.0	0.001	4.0	0.0	0.0	0.0	0.001	0.004	9.091	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 235	species	235		0.001	0.001	0.003	2.857	0.0	0.001	3.571	0.0	0.001	2.326	0.001	0.005	6.452	0.0	0.003	5.405	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.5	0.0	0.002	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 236	species	236		0.002	0.0	0.002	5.714	0.0	0.002	3.571	0.0	0.002	4.651	0.002	0.009	12.903	0.0	0.001	4.054	0.001	0.005	8.824	0.0	0.002	4.0	0.0	0.001	5.0	0.001	0.003	9.091	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 237	species	237		0.186	0.024	0.091	28.571	0.005	0.015	25.0	0.001	0.007	13.953	0.033	0.1	29.032	0.186	0.89	37.838	0.007	0.017	29.412	0.002	0.004	18.0	0.0	0.001	10.0	0.005	0.019	24.242	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 238	species	238		0.01	0.005	0.024	5.714	0.002	0.01	3.571	0.001	0.005	4.651	0.001	0.002	6.452	0.01	0.084	6.757	0.0	0.001	2.941	0.0	0.0	2.0	0.0	0.0	0.0	0.001	0.003	12.121	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 239	species	239		0.0	0.0	0.003	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	3.226	0.0	0.002	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Brochothrix;thermosphacta	species	241		0.0	0.0	0.001	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 242	species	242		0.003	0.001	0.006	2.857	0.0	0.002	3.571	0.0	0.0	0.0	0.003	0.014	6.452	0.001	0.007	2.703	0.0	0.001	2.941	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus;huakuii	species	243		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;mucosa	species	245		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 246	species	246		0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.452	0.002	0.01	8.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 247	species	247		0.153	0.001	0.007	5.714	0.0	0.001	7.143	0.0	0.0	2.326	0.0	0.002	6.452	0.153	1.229	9.459	0.002	0.014	5.882	0.0	0.0	4.0	0.0	0.0	2.5	0.0	0.001	9.091	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT 248	species	248		0.005	0.0	0.001	11.429	0.004	0.018	10.714	0.005	0.023	16.279	0.002	0.006	25.806	0.0	0.001	4.054	0.0	0.0	5.882	0.001	0.002	16.0	0.002	0.007	12.5	0.001	0.003	21.212	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 251	species	251		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.061	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 252	species	252		0.001	0.0	0.003	2.857	0.0	0.0	0.0	0.0	0.001	2.326	0.001	0.003	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 253	species	253		0.006	0.0	0.001	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.004	12.903	0.006	0.039	4.054	0.001	0.002	8.824	0.0	0.002	2.0	0.0	0.0	0.0	0.0	0.002	6.061	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 254	species	254		0.0	0.0	0.003	2.857	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.002	3.226	0.0	0.002	2.703	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 256	species	256		0.002	0.001	0.003	2.857	0.0	0.0	0.0	0.0	0.0	2.326	0.002	0.011	3.226	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 257	species	257		0.171	0.009	0.039	8.571	0.002	0.009	10.714	0.001	0.003	6.977	0.02	0.096	12.903	0.171	1.458	9.459	0.001	0.006	8.824	0.0	0.001	4.0	0.0	0.001	5.0	0.002	0.007	12.121	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 258	species	258		0.007	0.001	0.002	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.037	6.452	0.003	0.022	4.054	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	2.5	0.001	0.005	3.03	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp. HMT 259	species	259	Reads equally close to HMT 259 and 851 were assigned half to each taxon.; Reads equally close to HMT 259, 535, and 641 were assigned one-third to each taxon.; 	0.092	0.02	0.043	54.286	0.005	0.008	46.429	0.092	0.226	62.791	0.008	0.02	45.161	0.004	0.022	21.622	0.004	0.017	17.647	0.002	0.004	28.0	0.016	0.075	22.5	0.007	0.03	42.424	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 260	species	260		0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.001	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 262	species	262		0.011	0.003	0.012	8.571	0.001	0.004	7.143	0.001	0.006	2.326	0.011	0.042	12.903	0.006	0.046	6.757	0.0	0.002	5.882	0.0	0.001	4.0	0.0	0.0	0.0	0.002	0.006	12.121	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 268	species	268		0.018	0.002	0.005	11.429	0.0	0.002	7.143	0.0	0.002	2.326	0.0	0.002	12.903	0.011	0.031	29.73	0.018	0.044	35.294	0.0	0.001	10.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 269	species	269		0.002	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	2.326	0.0	0.001	6.452	0.002	0.006	13.514	0.001	0.003	11.765	0.0	0.001	2.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 270	species	270		0.018	0.002	0.01	5.714	0.0	0.0	3.571	0.0	0.001	2.326	0.001	0.007	6.452	0.018	0.089	8.108	0.002	0.007	5.882	0.0	0.002	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;sp. HMT 271	species	271		0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroidaceae [G-1];bacterium HMT 272	species	272		0.004	0.002	0.005	14.286	0.0	0.001	14.286	0.0	0.001	4.651	0.001	0.003	16.129	0.004	0.016	13.514	0.002	0.012	8.824	0.0	0.001	8.0	0.0	0.001	5.0	0.002	0.013	9.091	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;endodontalis	species	273		1.107	0.208	0.577	57.143	0.048	0.097	53.571	0.019	0.072	44.186	1.107	3.753	67.742	0.751	3.14	51.351	0.112	0.365	44.118	0.065	0.131	62.0	0.005	0.013	30.0	0.148	0.291	66.667	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales [F-2];Bacteroidales [G-2];bacterium HMT 274	species	274		1.338	0.052	0.118	60.0	0.008	0.012	50.0	0.032	0.138	30.233	0.01	0.026	45.161	1.338	3.962	59.459	0.28	0.544	70.588	0.011	0.018	64.0	0.001	0.002	22.5	0.015	0.048	51.515	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp. HMT 275	species	275	Reads equally close to HMT 275, 277, and 278 were assigned one third to each taxon.; Reads equally close to HMT 275 and 278 were assigned half to each taxon.; 	0.179	0.019	0.054	57.143	0.046	0.139	60.714	0.017	0.051	46.512	0.006	0.013	41.935	0.179	0.59	54.054	0.098	0.193	79.412	0.043	0.092	56.0	0.006	0.018	35.0	0.011	0.028	45.455	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp. HMT 277	species	277	Reads equally close to HMT 277 and 278 were assigned half to each taxon.; Reads equally close to HMT 275, 277, and 278 were assigned one third to each taxon.; 	0.103	0.01	0.02	51.429	0.103	0.271	42.857	0.007	0.028	39.535	0.008	0.032	38.71	0.079	0.26	58.108	0.068	0.133	79.412	0.011	0.022	58.0	0.001	0.002	25.0	0.005	0.022	33.333	0.004	0.019	5.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp. HMT 278	species	278	Reads equally close to HMT 277 and 278 were assigned half to each taxon.; Reads equally close to HMT 275, 277, and 278 were assigned one third to each taxon.; Reads equally close to HMT 275 and 278 were assigned half to each taxon.; 	0.163	0.013	0.022	60.0	0.163	0.448	50.0	0.017	0.081	48.837	0.023	0.111	45.161	0.089	0.218	60.811	0.094	0.187	82.353	0.014	0.027	60.0	0.001	0.002	22.5	0.012	0.052	42.424	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;pasteri	species	279		5.952	1.243	1.969	94.286	2.969	6.605	96.429	1.137	2.074	97.674	1.917	3.876	96.774	0.845	2.577	87.838	1.211	2.225	97.059	5.952	7.991	92.0	1.898	2.75	100.0	1.597	2.737	100.0	0.01	0.027	25.0
Bacteria;Bacteroidetes;Bacteroidetes [C-1];Bacteroidetes [O-1];Bacteroidetes [F-1];Bacteroidetes [G-3];bacterium HMT 280	species	280		0.005	0.002	0.006	11.429	0.001	0.003	10.714	0.0	0.002	2.326	0.005	0.017	12.903	0.005	0.024	10.811	0.001	0.005	11.765	0.0	0.001	6.0	0.0	0.0	0.0	0.001	0.002	15.152	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidetes [C-1];Bacteroidetes [O-1];Bacteroidetes [F-1];Bacteroidetes [G-3];bacterium HMT 281	species	281		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.452	0.0	0.0	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;junii	species	282		0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.16	6.452	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;catoniae	species	283		0.377	0.043	0.138	71.429	0.049	0.133	75.0	0.029	0.066	65.116	0.018	0.041	64.516	0.205	0.557	64.865	0.377	0.826	79.412	0.05	0.096	80.0	0.008	0.018	50.0	0.011	0.02	54.545	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp. HMT 284	species	284		0.127	0.017	0.028	60.0	0.033	0.092	67.857	0.019	0.047	58.14	0.004	0.008	41.935	0.093	0.227	60.811	0.127	0.176	82.353	0.035	0.063	74.0	0.003	0.006	42.5	0.004	0.007	45.455	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp. HMT 285	species	285		0.057	0.001	0.006	2.857	0.007	0.035	3.571	0.002	0.014	6.977	0.057	0.216	19.355	0.001	0.007	6.757	0.001	0.006	5.882	0.035	0.204	14.0	0.026	0.166	5.0	0.055	0.315	3.03	0.0	0.0	5.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella;sp. HMT 286	species	286		0.522	0.077	0.21	71.429	0.056	0.135	57.143	0.206	0.953	67.442	0.114	0.414	64.516	0.107	0.223	72.973	0.522	0.818	85.294	0.067	0.138	74.0	0.1	0.326	60.0	0.103	0.249	69.697	0.0	0.002	5.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oulorum	species	288		0.186	0.037	0.091	65.714	0.009	0.019	53.571	0.006	0.014	44.186	0.059	0.265	54.839	0.13	0.318	62.162	0.186	0.316	85.294	0.014	0.024	62.0	0.015	0.067	25.0	0.043	0.147	57.576	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;maculosa	species	289		0.205	0.046	0.102	68.571	0.007	0.012	60.714	0.013	0.038	39.535	0.019	0.032	58.065	0.205	0.481	83.784	0.113	0.171	82.353	0.012	0.016	68.0	0.002	0.003	32.5	0.01	0.019	75.758	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Anaerococcus;sp. HMT 290	species	290		2.261	0.0	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.0	0.001	6.452	0.0	0.001	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.261	4.918	85.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;denticola	species	291		1.195	0.106	0.205	80.0	0.018	0.027	67.857	0.022	0.078	55.814	0.069	0.219	67.742	1.195	3.456	63.514	0.32	1.028	64.706	0.023	0.038	76.0	0.005	0.009	42.5	0.045	0.112	81.818	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Anaerococcus;sp. HMT 294	species	294		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Anaerococcus;sp. HMT 295	species	295		0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.021	5.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;johnsonii	species	297		0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.004	5.0
