GCA_902362995.1	No NCBI BLAST db
GCA_000466825.2	No NCBI BLAST db
GCA_000477935.1	No NCBI BLAST db
GCA_000477955.1	No NCBI BLAST db
GCA_000688415.1	No NCBI BLAST db
GCA_001665955.1	No NCBI BLAST db
GCA_003989225.1	No NCBI BLAST db
GCA_003989245.1	No NCBI BLAST db
GCA_003989305.1	No NCBI BLAST db
GCA_003989375.1	No NCBI BLAST db
GCA_003989495.1	No NCBI BLAST db
GCA_022345865.1	No NCBI BLAST db
GCA_023509255.1	No NCBI BLAST db
GCA_023509275.1	No NCBI BLAST db
GCA_023509295.1	No NCBI BLAST db
GCA_025146235.1	No NCBI BLAST db
GCA_025146355.1	No NCBI BLAST db
GCA_028527665.1	No NCBI BLAST db
GCA_028527685.1	No NCBI BLAST db
GCA_028527725.1	No NCBI BLAST db
GCA_028527745.1	No NCBI BLAST db
GCA_028527805.1	No NCBI BLAST db
GCA_028527825.1	No NCBI BLAST db
GCA_028527845.1	No NCBI BLAST db
GCA_030175855.1	No NCBI BLAST db
GCA_030176095.1	No NCBI BLAST db
GCA_030176115.1	No NCBI BLAST db
GCA_030176135.1	No NCBI BLAST db
GCA_030176155.1	No NCBI BLAST db
GCA_030176215.1	No NCBI BLAST db
GCA_030176235.1	No NCBI BLAST db
GCA_030176275.1	No NCBI BLAST db
GCA_030176295.1	No NCBI BLAST db
GCA_030176355.1	No NCBI BLAST db
GCA_030176395.1	No NCBI BLAST db
GCA_030176535.1	No NCBI BLAST db
GCA_030176595.1	No NCBI BLAST db
GCA_030176615.1	No NCBI BLAST db
GCA_030176635.1	No NCBI BLAST db
GCA_030176655.1	No NCBI BLAST db
GCA_030176675.1	No NCBI BLAST db
GCA_030176715.1	No NCBI BLAST db
GCA_030176735.1	No NCBI BLAST db
GCA_030176795.1	No NCBI BLAST db
GCA_030227205.1	No NCBI BLAST db
GCA_030227325.1	No NCBI BLAST db
GCA_030228805.1	No NCBI BLAST db
GCA_030229035.1	No NCBI BLAST db
GCA_030229145.1	No NCBI BLAST db
GCA_030229165.1	No NCBI BLAST db
GCA_030229185.1	No NCBI BLAST db
GCA_030229195.1	No NCBI BLAST db
GCA_030229305.1	No NCBI BLAST db
GCA_030229415.1	No NCBI BLAST db
GCA_030229425.1	No NCBI BLAST db
GCA_030229485.1	No NCBI BLAST db
GCA_030229515.1	No NCBI BLAST db
GCA_030229665.1	No NCBI BLAST db
GCA_030229785.1	No NCBI BLAST db
