Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016097-VIN	S700016502-VIN	S700016602-VIN	S700021928-VIN	S700023098-VIN	S700023200-VIN	S700023279-VIN	S700023432-VIN	S700023489-VIN	S700023666-VIN	S700023800-VIN	S700023857-VIN	S700023914-VIN	S700024076-VIN	S700024159-VIN	S700024266-VIN	S700024391-VIN	S700024841-VIN	S700024878-VIN	S700032282-VIN	S700032376-VIN	S700032471-VIN	S700032673-VIN	S700033038-VIN	S700033191-VIN	S700033495-VIN	S700033787-VIN	S700034226-VIN	S700034292-VIN	S700034832-VIN	S700035695-VIN	S700035991-VIN	S700037010-VIN	S700037173-VIN	S700037232-VIN	S700037333-VIN	S700037712-VIN	S700037846-VIN	S700037979-VIN	S700038734-VIN	S700095273-VIN	S700095707-VIN	S700097351-VIN	S700097748-VIN	S700097897-VIN	S700098327-VIN	S700098419-VIN	S700098992-VIN	S700099119-VIN	S700099348-VIN	S700099946-VIN	S700100287-VIN	S700100534-VIN	S700101218-VIN	S700101284-VIN	S700101575-VIN	S700103301-VIN	S700103704-VIN	S700105118-VIN	S700105175-VIN	S700105232-VIN	S700105449-VIN	S700105717-VIN	S700105792-VIN	S700105994-VIN	S700106050-VIN	S700106087-VIN	S700106516-VIN	S700106573-VIN	S700106908-VIN	S700107435-VIN	S700108155-VIN	S700108278-VIN	S700108401-VIN	S700108590-VIN	S700108656-VIN	S700109681-VIN	S700109981-VIN	S700110149-VIN	S700110806-VIN	S700111216-VIN	S700111282-VIN	S700111356-VIN	S700111634-VIN	S700111805-VIN	S700113207-VIN	S700113535-VIN	S700113574-VIN	S700113747-VIN	S700113852-VIN	S700113909-VIN	S700113966-VIN	S700113993-VIN	S700114157-VIN	S700114230-VIN	S700114299-VIN	S700114454-VIN	S700114590-VIN	S700114647-VIN	S700114830-VIN	S700116108-VIN	S700116213-VIN	S700116338-VIN	S700116443-VIN	S700116480-VIN	S700116653-VIN	S700116710-VIN	S700116959-VIN	S700116994-VIN	S700117147-VIN	S700117226-VIN	S700117637-VIN	S700117749-VIN	S700117808-VIN	S700117950-VIN	S700119102-VIN	S700119622-VIN	S700119856-VIN	S700120047-VIN	S700121050-VIN	S700121699-VIN	S700123622-VIN	S700161052-VIN	S700161109-VIN	S700161214-VIN	S700161506-VIN	S700161681-VIN	S700161736-VIN	S700161850-VIN	S700161957-VIN	S700163042-VIN	S700163213-VIN	S700163270-VIN	S700163586-VIN	S700163711-VIN	S700163766-VIN	S700163786-VIN	S700163863-VIN	S700164082-VIN	S700164137-VIN	S700164224-VIN	S700164281-VIN	S700164550-VIN	S700164605-VIN	S700164644-VIN	S700164767-VIN	S700164824-VIN	S700164864-VIN	S700165046-VIN	S700165487-VIN	S700165907-VIN	S700165964-VIN	S700166085-VIN	S700171147-VIN	S700171222-VIN	S700171473-VIN	S700171626-VIN	S700171759-VIN	S700171891-VIN	S700171928-VIN	S700171987-VIN	S700172062-VIN	S700172215-VIN	S700172331-VIN	S700172473-VIN	S700172758-VIN	S700172865-VIN	S700173171-VIN	S700173429-VIN	S700173679-VIN	S700173928-VIN	S700173963-VIN	S700175118-VIN	S700175203-VIN
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;animalis	species	420	2681		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.013	0.031	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.021	0.028	0.0	0.032	0.0	0.0	0.0	0.0	0.01	0.0	0.266	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.035	0.015	0.017	0.0	0.0	0.0	0.027	0.0	0.0	0.0	3.055	0.0	0.0	0.046	0.0	0.016	0.0	0.0	0.0	0.011	0.041	0.0	0.084	0.013	0.0	0.0	0.019	1.862	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.506	0.018	0.035	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.827	0.0	0.0	0.0	0.0	0.0	2.683	0.0	0.0	0.014	0.0	0.0	0.526	0.034	0.0	0.015	0.028	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.016	0.03	0.0	0.0	0.0	0.0	1.333	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.52	0.0	0.0	0.0	0.02	0.0	0.0	0.261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;sanguinegens	species	837	2986		0.0	0.0	3.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;vaginalis	species	844	2993		0.0	0.0	2.361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.408	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.02	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;sp. HMT-004	species	004	2295		0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.013	0.0	0.0	0.026	0.0	0.0	0.045	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.015	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.044	0.0	0.0	0.0	0.068	0.174	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.005	0.055	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.011	1.172	0.05	0.0	0.107	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.038	0.0	0.283	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;xylosoxidans	species	343	2623		0.0	0.292	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.122	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.193	0.0	1.126	0.17	0.0	12.651	0.178	1.704	0.0	0.0	0.309	0.0	0.254	0.0	0.199	0.0	0.0	0.03	0.0	0.036	0.012	0.074	0.677	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.014	0.01	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.028	0.0	0.343	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.018	0.0	0.065	0.0	0.152	0.017	0.0	0.325	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;cepacia	species	571	2787		0.0	0.008	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.703	0.115	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.028	0.072	0.021	0.575	0.146	0.0	1.834	0.02	0.701	0.0	0.0	0.957	0.0	0.462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	5.364	0.0	0.0	2.976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.649	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.564	0.0	0.0	0.0	0.0	0.0	0.757	0.0	0.124	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.248	0.0	1.572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	1.003	0.0	0.762	0.0	0.0	0.28	0.0	0.729	0.0	0.0	0.389	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.0	0.239	0.0	0.33	0.0	0.0	1.267	0.0	0.074	0.0	0.0	0.056	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706	2890		0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;ureolyticus	species	842	3129		0.025	0.0	0.0	0.0	0.046	0.018	0.02	0.0	0.0	0.031	0.0	0.339	0.041	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.205	0.0	0.278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.515	0.108	0.0	0.0	3.905	0.046	0.069	0.046	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	2.134	0.054	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.317	0.0	0.331	0.0	2.52	0.0	0.47	0.0	0.0	0.0	10.756	0.0	0.016	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.361	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.08	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.0	0.349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.07	0.0	0.0	0.0	0.0	0.154	0.468	0.443	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;maltophilia	species	663	2859		0.008	0.387	0.0	0.0	0.0	0.036	0.02	0.0	0.0	0.0	0.026	0.0	0.0	0.092	0.026	0.0	0.119	0.085	0.114	0.675	0.0	0.431	0.146	0.0	8.316	0.139	0.701	0.0	0.0	1.081	0.0	0.046	0.0	0.319	0.072	0.035	0.0	0.0	0.0	0.0	0.201	0.569	0.054	0.0	0.537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.072	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.847	0.0	0.0	1.511	0.0	1.158	0.0	0.0	1.254	0.0	0.11	0.0	0.645	0.0	0.0	0.0	0.0	0.827	0.0	1.727	0.0	0.0	2.697	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;gasseri	species	615	2824	Neither HMT-615 nor HMT-819 were present singularly so these reads were split evenly at this site (VIN).	0.004	0.0	0.033	0.08	0.0	0.054	0.01	0.0	0.025	42.309	0.006	1.216	2.818	0.0	0.0	0.013	0.0	5.232	0.492	0.0	49.779	0.024	0.0	0.0	19.373	0.218	38.675	0.0	0.0	0.015	0.0	0.439	0.0	0.0	0.05	0.124	0.053	39.588	0.045	0.0	0.074	0.0	0.018	0.085	0.0	0.03	0.499	0.0	2.338	0.007	0.008	34.419	0.0	18.301	0.005	46.157	3.182	0.659	0.0	0.0	0.029	0.0	18.469	42.048	0.017	0.0	0.0	49.124	0.069	0.016	0.0	0.059	0.448	0.337	0.131	0.053	0.112	0.0	0.042	0.0	10.133	25.142	1.651	0.0	0.135	0.011	0.006	0.06	0.089	0.0	0.0	4.539	0.009	0.016	0.564	0.044	0.0	0.681	0.0	5.668	0.0	15.887	0.031	0.01	0.112	0.0	1.474	1.518	0.426	0.44	0.015	0.0	1.689	0.089	0.008	0.0	0.0	0.0	0.026	0.0	1.302	0.0	0.109	0.281	0.0	18.423	0.397	0.048	0.519	0.0	0.0	0.046	0.0	3.362	33.164	0.186	0.127	0.0	0.302	0.013	0.074	0.0	0.04	0.0	0.148	0.117	2.532	0.717	0.0	3.355	0.023	1.599	32.361	0.082	1.033	0.046	3.733	43.084	0.018	0.091	0.0	0.042	0.0	0.0	0.012	0.065	0.954	0.0	2.828	0.022	0.009	0.096	0.051	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;johnsonii	species	819	2968	Neither HMT-615 nor HMT-819 were present singularly so these reads were split evenly at this site (VIN).	0.004	0.0	0.033	0.08	0.0	0.054	0.01	0.0	0.025	42.309	0.006	1.216	2.818	0.0	0.0	0.013	0.0	5.232	0.492	0.0	49.779	0.024	0.0	0.0	19.373	0.218	38.675	0.0	0.0	0.015	0.0	0.439	0.0	0.0	0.05	0.124	0.053	39.588	0.045	0.0	0.074	0.0	0.018	0.085	0.0	0.03	0.499	0.0	2.338	0.007	0.008	34.419	0.0	18.301	0.005	46.157	3.182	0.659	0.0	0.0	0.029	0.0	18.469	42.048	0.017	0.0	0.0	49.124	0.069	0.016	0.0	0.059	0.448	0.337	0.131	0.053	0.112	0.0	0.042	0.0	10.133	25.142	1.651	0.0	0.135	0.011	0.006	0.06	0.089	0.0	0.0	4.539	0.009	0.016	0.564	0.044	0.0	0.681	0.0	5.668	0.0	15.887	0.031	0.01	0.112	0.0	1.474	1.518	0.426	0.44	0.015	0.0	1.689	0.089	0.008	0.0	0.0	0.0	0.026	0.0	1.302	0.0	0.109	0.281	0.0	18.423	0.397	0.048	0.519	0.0	0.0	0.046	0.0	3.362	33.164	0.186	0.127	0.0	0.302	0.013	0.074	0.0	0.04	0.0	0.148	0.117	2.532	0.717	0.0	3.355	0.023	1.599	32.361	0.082	1.033	0.046	3.733	43.084	0.018	0.091	0.0	0.042	0.0	0.0	0.012	0.065	0.954	0.0	2.828	0.022	0.009	0.096	0.051	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus;prevotii	species	738	2913	Neither HMT-738 nor HMT-788 were present singularly so these reads were split evenly at this site (VIN).	0.0	0.0	0.056	0.0	0.01	0.0	0.061	0.0	0.083	0.336	0.0	1.255	0.0	0.0	0.0	0.0	0.163	0.0	0.071	0.0	0.0	0.0	0.024	0.0	0.0	0.064	0.005	0.154	0.075	0.0	0.0	0.0	0.0	0.12	0.0	0.027	0.0	0.043	0.0	0.0	0.993	0.325	0.0	0.0	0.012	1.426	0.0	0.092	0.012	0.041	0.175	0.0	0.0	0.0	0.0	0.109	1.117	1.9	0.04	0.0	0.0	0.0	0.076	0.035	0.0	0.0	0.0	0.0	0.0	0.011	0.018	0.005	2.597	0.124	0.0	0.0	0.194	0.0	1.991	0.027	0.008	0.189	4.444	0.133	0.016	0.0	0.018	0.019	0.0	0.0	0.0	0.075	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.017	1.213	0.0	0.0	0.0	0.0	0.0	0.088	0.021	0.021	0.08	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.402	0.0	0.045	0.014	0.0	0.0	0.099	0.0	0.0	0.0	0.074	0.0	0.0	0.485	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.074	0.304	0.0	0.074	0.015	0.042	0.106	0.0	2.717	0.012	0.477	0.001	0.534	0.037	0.115	0.0	0.091	0.0	0.219	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.089	0.558	0.0	0.009	0.006	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus;tetradius	species	788	2946	Neither HMT-738 nor HMT-788 were present singularly so these reads were split evenly at this site (VIN).	0.0	0.0	0.056	0.0	0.01	0.0	0.061	0.0	0.083	0.336	0.0	1.255	0.0	0.0	0.0	0.0	0.163	0.0	0.071	0.0	0.0	0.0	0.024	0.0	0.0	0.064	0.005	0.154	0.075	0.0	0.0	0.0	0.0	0.12	0.0	0.027	0.0	0.043	0.0	0.0	0.993	0.325	0.0	0.0	0.012	1.426	0.0	0.092	0.012	0.041	0.175	0.0	0.0	0.0	0.0	0.109	1.117	1.9	0.04	0.0	0.0	0.0	0.076	0.035	0.0	0.0	0.0	0.0	0.0	0.011	0.018	0.005	2.597	0.124	0.0	0.0	0.194	0.0	1.991	0.027	0.008	0.189	4.444	0.133	0.016	0.0	0.018	0.019	0.0	0.0	0.0	0.075	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.017	1.213	0.0	0.0	0.0	0.0	0.0	0.088	0.021	0.021	0.08	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.402	0.0	0.045	0.014	0.0	0.0	0.099	0.0	0.0	0.0	0.074	0.0	0.0	0.485	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.074	0.304	0.0	0.074	0.015	0.042	0.106	0.0	2.717	0.012	0.477	0.001	0.534	0.037	0.115	0.0	0.091	0.0	0.219	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.089	0.558	0.0	0.009	0.006	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;reuteri;clade-938	subspecies	938	3081	Because HMT-818 is not present individually, all equidistant reads were assigned to HMT-938 at this body site (VIN).	0.203	0.174	0.0	2.127	0.0	0.0	0.0	0.0	2.509	0.061	0.0	0.446	0.671	0.197	0.408	0.0	0.223	0.275	0.0	0.0	0.0	0.0	0.0	0.0	0.137	2.449	0.0	0.0	0.171	0.463	0.02	0.347	0.0	0.159	0.0	0.0	0.0	0.0	0.09	0.024	0.159	0.0	0.0	0.0	0.0	0.0	1.16	0.413	0.0	0.0	0.0	0.0	0.0	0.3	0.064	0.0	0.113	0.695	0.0	0.092	0.761	0.038	3.553	0.046	0.0	0.0	0.116	0.0	0.0	0.418	0.0	0.128	0.0	1.891	0.384	1.075	0.0	0.813	0.319	4.067	0.486	1.893	0.5	0.0	1.806	0.044	1.033	0.343	0.315	3.746	0.299	1.558	0.018	0.078	1.446	0.0	0.218	0.048	0.0	0.521	0.076	0.0	0.0	0.038	0.826	0.123	0.0	0.267	1.41	0.704	1.404	0.069	0.555	0.0	0.0	0.0	0.104	0.054	0.0	0.473	0.359	0.056	0.0	0.0	1.132	0.67	0.0	1.762	0.0	2.967	0.0	0.0	0.15	0.946	0.0	0.0	1.129	0.0	0.793	0.898	0.132	0.0	0.279	0.0	0.68	0.0	0.14	0.587	0.129	0.0	0.0	0.0	0.3	0.11	0.26	0.0	0.0	0.0	0.092	0.073	0.022	1.745	2.996	0.0	0.0	0.032	0.477	0.0	0.227	0.316	0.111	0.332	0.0	0.016
UNMATCHED	UNMATCHED				1.588	0.055	29.071	0.018	0.548	0.127	3.537	0.38	2.165	5.657	0.512	5.603	0.997	0.249	1.224	1.184	3.977	6.609	6.597	0.0	0.147	0.0	0.049	0.385	0.108	0.605	5.438	44.101	1.908	4.818	0.84	0.578	0.0	10.143	9.339	5.082	9.759	0.343	5.753	0.25	23.84	10.593	28.822	2.856	0.171	38.6	4.848	8.595	1.597	0.096	32.583	0.736	0.146	0.021	1.997	1.917	3.903	15.478	38.108	3.354	2.225	1.47	23.675	0.971	11.652	9.549	0.447	1.223	10.713	0.557	0.133	0.011	13.947	3.44	33.595	0.088	37.958	0.071	12.953	0.994	1.085	1.098	13.614	18.384	0.317	3.473	3.697	0.985	0.123	1.359	0.0	27.584	0.126	16.52	8.313	0.6	1.901	0.096	0.05	0.538	2.044	0.0	13.768	1.924	0.77	0.015	1.461	2.072	0.056	1.072	4.89	0.25	0.294	3.557	1.342	0.017	1.325	0.108	32.524	4.02	3.68	0.056	0.139	10.518	0.0	0.67	0.744	5.143	0.564	0.787	1.962	40.609	1.75	9.661	2.465	7.039	0.4	0.389	0.34	5.202	0.033	4.307	2.752	11.309	5.408	7.399	2.574	0.282	4.631	28.215	38.435	9.187	0.022	23.117	9.135	16.252	22.994	6.563	0.037	0.182	6.897	0.619	4.241	0.1	0.187	8.385	0.104	3.988	2.384	3.076	1.17	1.023	7.657	3.816
