Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016097-VIN	S700016502-VIN	S700016602-VIN	S700021928-VIN	S700023098-VIN	S700023200-VIN	S700023279-VIN	S700023432-VIN	S700023489-VIN	S700023666-VIN	S700023800-VIN	S700023857-VIN	S700023914-VIN	S700024076-VIN	S700024159-VIN	S700024266-VIN	S700024391-VIN	S700024841-VIN	S700024878-VIN	S700032282-VIN	S700032376-VIN	S700032471-VIN	S700032673-VIN	S700033038-VIN	S700033191-VIN	S700033495-VIN	S700033787-VIN	S700034226-VIN	S700034292-VIN	S700034832-VIN	S700035695-VIN	S700035991-VIN	S700037010-VIN	S700037173-VIN	S700037232-VIN	S700037333-VIN	S700037712-VIN	S700037846-VIN	S700037979-VIN	S700038734-VIN	S700095273-VIN	S700095707-VIN	S700097351-VIN	S700097748-VIN	S700097897-VIN	S700098327-VIN	S700098419-VIN	S700098992-VIN	S700099119-VIN	S700099348-VIN	S700099946-VIN	S700100287-VIN	S700100534-VIN	S700101218-VIN	S700101284-VIN	S700101575-VIN	S700103301-VIN	S700103704-VIN	S700105118-VIN	S700105175-VIN	S700105232-VIN	S700105449-VIN	S700105717-VIN	S700105792-VIN	S700105994-VIN	S700106050-VIN	S700106087-VIN	S700106516-VIN	S700106573-VIN	S700106908-VIN	S700107435-VIN	S700108155-VIN	S700108278-VIN	S700108401-VIN	S700108590-VIN	S700108656-VIN	S700109681-VIN	S700109981-VIN	S700110149-VIN	S700110806-VIN	S700111216-VIN	S700111282-VIN	S700111356-VIN	S700111634-VIN	S700111805-VIN	S700113207-VIN	S700113535-VIN	S700113574-VIN	S700113747-VIN	S700113852-VIN	S700113909-VIN	S700113966-VIN	S700113993-VIN	S700114157-VIN	S700114230-VIN	S700114299-VIN	S700114454-VIN	S700114590-VIN	S700114647-VIN	S700114830-VIN	S700116108-VIN	S700116213-VIN	S700116338-VIN	S700116443-VIN	S700116480-VIN	S700116653-VIN	S700116710-VIN	S700116959-VIN	S700116994-VIN	S700117147-VIN	S700117226-VIN	S700117637-VIN	S700117749-VIN	S700117808-VIN	S700117950-VIN	S700119102-VIN	S700119622-VIN	S700119856-VIN	S700120047-VIN	S700121050-VIN	S700121699-VIN	S700123622-VIN	S700161052-VIN	S700161109-VIN	S700161214-VIN	S700161506-VIN	S700161681-VIN	S700161736-VIN	S700161850-VIN	S700161957-VIN	S700163042-VIN	S700163213-VIN	S700163270-VIN	S700163586-VIN	S700163711-VIN	S700163766-VIN	S700163786-VIN	S700163863-VIN	S700164082-VIN	S700164137-VIN	S700164224-VIN	S700164281-VIN	S700164550-VIN	S700164605-VIN	S700164644-VIN	S700164767-VIN	S700164824-VIN	S700164864-VIN	S700165046-VIN	S700165487-VIN	S700165907-VIN	S700165964-VIN	S700166085-VIN	S700171147-VIN	S700171222-VIN	S700171473-VIN	S700171626-VIN	S700171759-VIN	S700171891-VIN	S700171928-VIN	S700171987-VIN	S700172062-VIN	S700172215-VIN	S700172331-VIN	S700172473-VIN	S700172758-VIN	S700172865-VIN	S700173171-VIN	S700173429-VIN	S700173679-VIN	S700173928-VIN	S700173963-VIN	S700175118-VIN	S700175203-VIN
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.463	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	5.985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.076	0.0	79.325	0.0	0.111	0.0	0.0	0.0	0.0	0.0	7.14	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella	genus				0.38	0.0	29.606	0.0	0.0	0.0	0.0	0.905	0.0	0.0	0.0	0.385	0.0	0.0	0.0	0.0	0.0	6.482	0.0	0.0	0.0	0.0	0.0	25.732	2.756	1.537	13.699	6.555	0.01	0.803	0.0	0.0	0.076	35.632	0.244	1.806	0.0	19.897	0.0	0.0	3.413	0.569	34.08	0.0	0.0	8.173	0.093	0.0	0.0	4.828	7.894	0.027	5.752	0.0	0.043	3.056	72.635	8.584	0.0	0.218	0.029	0.0	17.139	4.346	0.0	0.0	0.0	0.0	7.665	0.011	0.0	0.0	0.0	0.284	2.076	0.0	10.847	0.0	3.081	1.88	0.308	1.174	0.065	0.0	0.016	0.0	0.164	0.0	0.287	0.0	0.0	30.511	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.069	37.553	0.0	11.829	0.0	0.0	0.0	0.0	0.0	0.028	2.464	0.494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.16	0.0	0.0	0.0	0.0	0.0	0.0	0.548	0.0	0.0	0.0	0.036	0.178	34.702	0.0	0.0	31.146	0.086	0.036	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	1.321	0.0	0.0	0.0	0.429	24.249	0.0	0.004	0.0	14.102	2.995	0.0	2.678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.114	3.033	0.0	0.102	10.497	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium	genus				0.008	0.008	0.0	0.0	0.192	0.0	0.081	0.197	0.076	0.122	0.0	0.015	0.122	0.0	0.013	0.0	0.193	0.021	0.413	0.0	0.0	0.0	0.024	0.014	0.078	0.02	0.021	0.0	0.04	0.031	0.0	0.023	0.0	4.882	0.0	0.266	0.076	0.172	0.072	0.095	0.137	0.19	0.0	0.08	0.342	0.223	0.0	0.481	1.227	0.014	0.008	0.027	0.0	0.021	0.021	1.015	0.014	0.0	0.108	0.046	0.0	0.038	0.038	0.046	0.457	0.0	0.0	0.066	0.0	0.075	0.036	0.011	0.201	0.047	0.0	0.0	0.0	0.159	0.216	0.072	0.0	0.719	0.152	0.266	0.158	0.088	5.938	0.324	0.0	0.017	0.0	0.027	0.0	0.439	0.014	0.03	0.011	1.148	0.084	0.017	3.157	0.014	0.0	0.0	0.0	0.0	0.0	0.862	0.0	0.016	0.015	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.808	0.251	0.02	0.0	0.226	0.0	0.0	0.0	0.445	0.0	0.059	0.046	0.0	21.215	0.031	0.0	0.0	0.0	0.019	0.0	0.099	0.483	0.0	0.0	0.059	0.0	0.0	0.023	0.0	15.366	0.268	0.141	0.032	23.692	0.093	5.054	20.205	0.664	0.0	0.219	0.0	0.0	0.076	0.05	0.632	0.065	0.0	0.637	0.151	0.0	0.0	0.013	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Lawsonellaceae;Lawsonella	genus				0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.135	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.054	0.011	0.0	0.0	0.19	0.0	0.017	0.955	0.0	0.033	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.038	0.022	0.0	0.0	0.265	0.059	0.019	0.0	0.0	0.0	0.461	0.0	0.0	0.014	0.0	0.057	0.072	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.198	0.0	0.0	0.0	0.178	0.0	0.1	0.149	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.194	0.0	0.219	0.0	0.108	0.09	0.04	0.0	0.0	0.0	0.0	0.102	0.0	0.023	0.0	0.0	0.03	0.0	0.0	0.0	0.013	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium	genus				0.0	0.063	0.0	0.062	0.106	0.163	0.869	0.118	0.395	0.703	0.051	0.0	0.041	0.052	0.064	0.0	0.0	0.106	0.014	0.012	0.0	0.0	0.049	0.0	1.059	0.0	0.199	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.015	0.034	0.018	0.006	0.021	0.054	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.023	0.015	0.019	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium	genus				0.144	0.0	0.0	0.018	0.04	0.0	0.0	0.026	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.011	0.0	0.0	0.0	0.01	0.0	0.021	0.0	0.0	0.185	0.0	0.0	0.0	0.02	0.0	0.0	0.03	0.0	0.0	0.066	0.011	0.0	0.0	0.02	0.0	0.0	0.0	0.046	0.093	0.027	0.0	0.055	0.029	0.0	0.0	0.186	0.0	0.0	0.0	0.023	0.0	0.019	0.019	0.277	0.0	0.0	0.398	0.0	0.015	0.021	0.0	0.021	0.0	0.0	0.0	0.035	0.0	0.0	0.019	0.0	0.0	0.038	0.0	0.0	0.0	0.022	0.047	0.077	0.0	0.0	0.016	0.014	0.0	0.047	0.0	0.089	0.0	84.409	0.151	0.0	1.22	0.112	0.0	0.0	0.0	0.0	0.025	0.308	0.014	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.026	0.271	0.0	0.0	0.09	0.056	0.02	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.496	0.0	0.018	0.006	0.055	0.019	0.031	0.0	0.342	0.0	0.073	0.0	0.0	0.0	0.0	0.023	0.0	0.015	0.015	0.0	0.022	0.0	0.0	0.01	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Fannyhessea	genus				0.186	0.0	21.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	4.575	0.0	0.0	0.0	0.0	0.0	1.443	0.0	0.0	0.0	7.845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.443	0.0	0.0	0.0	0.0	1.987	0.0	2.62	0.0	0.0	2.509	0.487	0.0	0.0	0.0	12.678	0.0	1.489	0.0	0.0	0.0	0.0	3.86	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	8.819	0.0	0.0	0.0	0.0	0.024	0.0	0.0	19.774	0.0	2.546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.0	4.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.694	0.0	0.0	0.0	0.0	17.657	0.0	0.0	0.0	8.521	1.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	25.548	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	genus				0.144	0.0	0.0	0.0	0.033	0.036	0.0	0.013	0.0	0.979	0.0	1.047	0.0	0.026	0.038	0.0	0.03	0.021	1.225	0.0	0.0	0.0	0.0	0.0	0.451	0.0	0.042	0.0	0.0	1.822	0.039	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.289	0.0	12.987	0.0	0.488	0.0	0.0	6.757	0.51	0.115	0.116	0.328	1.608	24.1	0.0	0.021	0.311	0.104	5.798	0.611	10.632	0.0	0.0	0.0	0.0	0.0	0.372	0.0	0.0	0.165	0.0	0.054	0.0	0.0	0.0	0.13	21.891	0.0	0.035	0.018	1.108	0.018	0.0	0.151	0.033	0.16	0.048	0.0	0.235	0.0	0.0	0.017	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.104	0.0	0.0	0.009	0.0	0.0	0.0	14.235	7.61	0.084	0.048	0.0	0.052	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.266	0.0	0.0	1.071	0.0	0.0	0.061	0.794	0.0	0.0	0.715	0.357	0.277	0.0	0.0	0.0	18.226	0.036	0.0	0.0	0.0	0.0	0.0	2.363	0.042	0.03	0.0	0.056	0.07	0.0	1.916	6.278	0.0	0.687	8.326	0.037	4.301	0.324	0.0	0.0	0.036	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.059	0.227	0.0	0.019	0.013	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella	genus				0.0	0.0	0.0	0.0	0.079	0.0	0.101	0.0	0.0	0.031	0.0	0.015	0.0	0.0	0.0	0.0	0.03	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.635	0.11	0.031	0.0	0.0	0.0	0.04	0.0	0.142	0.0	0.017	0.0	0.0	0.38	0.027	0.181	0.0	0.024	0.101	0.209	0.046	0.023	0.0	0.146	0.0	0.0	0.0	0.054	0.031	0.0	0.06	0.04	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.017	0.0	0.011	0.0	0.0	3.192	0.0	0.366	0.0	1.072	0.0	0.047	0.0	0.049	0.0	0.076	0.071	0.0	0.022	0.035	0.039	0.0	0.0	0.016	0.298	0.0	0.188	0.014	0.0	0.0	0.0	0.0	0.0	1.342	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.0	0.0	0.0	0.0	0.016	0.0	0.034	0.0	0.0	0.0	0.735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.031	0.0	0.0	0.0	0.038	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.419	0.07	1.307	0.0	0.0	0.0	3.195	1.619	0.141	0.0	0.0	0.0	0.0	0.305	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	genus				96.445	98.911	3.475	97.767	97.707	99.274	93.147	97.993	94.486	84.648	99.193	85.791	97.558	99.344	97.641	98.685	94.584	81.678	90.111	99.023	99.569	97.723	99.223	72.235	72.462	93.883	77.35	0.43	94.658	86.905	99.102	97.804	99.878	46.991	89.987	91.217	89.983	79.194	93.271	99.363	48.325	78.786	4.843	96.882	95.34	13.413	88.866	87.165	95.718	84.19	0.633	68.92	92.38	99.571	96.94	92.324	11.979	51.145	30.387	96.187	96.868	98.322	36.937	93.736	86.335	86.198	97.664	98.249	41.958	98.275	99.406	99.638	66.536	90.401	25.449	97.972	15.711	98.604	70.421	91.903	97.716	90.269	39.189	0.0	97.434	89.69	86.915	97.097	99.179	94.397	99.575	9.132	99.569	76.661	87.422	98.839	97.71	11.621	99.461	97.76	49.039	99.803	2.747	97.981	98.381	99.831	75.939	85.21	98.353	94.561	93.198	99.233	97.422	96.325	98.573	99.843	98.025	99.349	3.435	95.123	93.088	99.33	97.48	89.435	98.132	97.686	96.825	92.762	95.046	95.209	95.303	1.892	97.65	56.773	66.328	59.428	98.034	99.399	98.659	93.874	99.604	94.059	90.019	86.955	93.469	45.831	94.544	97.791	92.539	6.758	1.537	71.237	98.897	4.026	52.26	32.657	7.503	86.189	99.247	88.452	91.645	97.045	88.243	99.466	98.549	87.065	99.359	94.13	92.66	93.324	98.384	98.351	3.661	96.151
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	genus				0.203	0.205	0.0	2.127	0.0	0.0	0.081	0.039	2.534	0.612	0.0	0.554	0.671	0.21	0.676	0.105	0.282	0.275	0.0	0.0	0.0	0.0	0.0	0.0	0.137	2.786	0.0	0.0	0.361	0.71	0.02	0.347	0.0	0.937	0.316	0.407	0.0	0.0	0.09	0.083	0.159	0.0	0.0	0.131	0.0	0.0	1.229	1.994	0.0	0.0	0.0	0.0	0.0	0.3	0.064	0.0	0.269	0.959	0.0	0.092	0.761	0.057	3.553	0.046	0.0	0.0	0.116	0.0	0.431	0.45	0.0	0.192	0.0	2.187	0.82	1.269	0.0	0.989	0.319	4.085	0.486	1.893	0.5	0.0	1.806	0.199	2.195	0.546	0.315	3.746	0.315	1.572	0.305	0.643	3.499	0.0	0.24	0.048	0.0	0.608	1.144	0.014	0.0	0.038	0.826	0.123	0.0	0.267	1.41	0.896	1.404	0.069	0.653	0.0	0.0	0.0	0.13	0.054	0.0	0.473	0.359	0.084	0.0	0.0	1.132	0.67	0.942	2.095	0.0	2.967	0.0	0.0	0.15	0.946	0.0	0.0	1.383	0.212	0.793	0.898	0.132	0.0	0.937	0.0	0.709	0.059	0.14	0.587	0.129	0.0	0.0	0.972	0.3	0.11	0.26	0.0	0.0	0.0	0.662	1.093	0.065	2.167	3.022	0.0	0.0	0.032	0.492	0.193	0.227	0.316	0.297	0.332	0.132	0.016
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.573	0.0	0.763	0.058	0.0	0.0	0.0	0.453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.554	0.0	0.0	0.0	0.0	0.0	1.371	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.02	0.0	7.723	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G7]	genus				0.008	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.021	0.028	0.0	0.063	0.0	0.0	0.0	0.0	0.099	0.0	0.082	0.0	0.031	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.67	0.057	1.499	0.0	0.0	0.011	0.0	0.0	0.06	0.0	0.0	0.059	0.0	4.541	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.024	0.0	0.0	0.544	0.349	0.0	0.035	0.0	0.0	0.036	0.0	0.303	0.152	0.0	0.0	0.155	0.0	0.0	0.0	0.0	0.0	1.721	0.0	0.392	0.0	0.089	0.0	0.0	0.034	0.0	0.015	0.0	0.009	0.0	0.0	0.0	3.023	0.123	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.054	0.222	0.0	0.09	0.0	0.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.046	0.0	0.0	0.0	2.289	0.036	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.027	0.0	0.061	0.108	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G9]	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.556	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Fastidiosipila	genus				0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.108	2.969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus	genus				0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.323	0.0	0.0	0.026	0.026	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.014	0.0	0.079	0.01	1.065	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.024	0.0	0.0	0.054	0.0	0.0	0.647	0.0	0.0	0.0	0.0	0.268	0.0	0.0	0.0	0.0	0.0	1.188	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	1.182	0.017	0.0	0.695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.191	0.076	0.0	0.0	0.0	0.022	0.0	0.756	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	1.607	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.119	0.508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.984	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.012	0.0	0.0	1.78	0.558	1.551	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.019	0.0	0.0	0.0
